id,district,house_type,house_build_date,floor_number,entrances,heating,window_view,ceiling_high,apartment_renovation,total_area,living_area,kitchen_area,nearest_subway,subway_type,subway_time,price
260257808,ЦАО,Монолитный,2010,30,4,Центральное,На улицу и двор,3.0,Дизайнерский,184.0,112.2,28.0,Деловой центр,on foot,2,90000000
250068138,САО,Панельный,2020,17,7,Индивидуальный тепловой пункт,На улицу и двор,3.0,Без ремонта,71.0,40.0,20.0,Хорошевская,on foot,12,26000000
256357878,ЗАО,Монолитный,1994,3,4,Центральное,На улицу и двор,3.0,Без ремонта,170.0,103.7,25.9,Минская,on foot,14,80000000
259624691,ЦАО,Панельный,1994,4,4,Центральное,Во двор,3.5,Без ремонта,88.9,69.5,13.5,Деловой центр,on foot,10,55500000
258851058,ЦАО,Панельный,1994,9,4,Центральное,На улицу и двор,3.2,Без ремонта,103.0,62.8,15.7,Деловой центр,on foot,12,57500000
259020345,ЦАО,Монолитно кирпичный,1994,8,4,Центральное,На улицу и двор,3.2,Без ремонта,152.0,122.0,18.0,Деловой центр,on foot,8,82990000
258603387,ЦАО,Монолитно кирпичный,1994,6,4,Центральное,Во двор,3.6,Без ремонта,165.2,129.0,20.0,Фрунзенская,on foot,11,140600000
258837488,ЦАО,Кирпичный,1959,9,4,Центральное,На улицу и двор,3.6,Без ремонта,176.2,146.0,30.1,Лужники,on foot,10,140000000
255732104,ЦАО,Монолитно кирпичный,1994,2,4,Центральное,Во двор,4.5,Без ремонта,143.4,110.0,15.0,Фрунзенская,on foot,11,133900000
250894935,ЦАО,Панельный,1957,7,4,Центральное,Во двор,3.0,Косметический,60.0,30.1,8.2,Белорусская,on foot,12,22500000
246585549,САО,Монолитный,2016,5,4,Центральное,Во двор,3.0,Без ремонта,260.0,158.5,39.6,Белорусская,on foot,8,82000000
255821535,ЦАО,Монолитный,2000,2,1,Центральное,Во двор,3.0,Без ремонта,140.0,85.4,21.3,Смоленская,transport,1,185549250
257559287,ЦАО,Панельный,1994,4,4,Центральное,На улицу и двор,3.2,Без ремонта,204.3,124.6,31.1,Александровский сад,on foot,10,158332500
255822186,ЦАО,Панельный,2008,3,10,Центральное,На улицу и двор,3.0,Без ремонта,250.0,152.4,38.1,Курская,transport,6,185549250
259006188,ЦАО,Монолитно кирпичный,1994,6,4,Центральное,На улицу и двор,3.0,Без ремонта,165.2,100.7,25.1,Фрунзенская,on foot,11,140600000
252796050,ЦАО,Монолитно кирпичный,1994,10,4,Центральное,На улицу и двор,3.0,Без ремонта,199.37,129.4,20.0,Фрунзенская,on foot,11,210000000
255525584,ЦАО,Панельный,1994,1,4,Центральное,Во двор,3.0,Дизайнерский,65.0,39.6,9.9,Серпуховская,on foot,8,31000000
252799007,ЦАО,Монолитно кирпичный,1994,10,4,Центральное,На улицу и двор,3.0,Без ремонта,199.37,129.4,20.0,Фрунзенская,on foot,11,210000000
255399156,ЗАО,Монолитно кирпичный,1994,5,4,Центральное,На улицу и двор,3.05,Без ремонта,40.2,24.5,6.1,Фили,transport,5,17150000
236709786,СЗАО,Монолитный,2014,3,4,Центральное,На улицу и двор,3.0,Косметический,42.6,26.0,6.5,Спартак,transport,4,8900000
257085584,ЦАО,Кирпичный,1994,1,4,Центральное,На улицу и двор,3.0,Косметический,19.5,11.9,3.0,Чистые пруды,on foot,10,9950000
260258610,ЮВАО,Панельный,2019,17,3,Центральное,На улицу и двор,2.74,Без ремонта,39.3,18.9,8.9,Некрасовка,on foot,19,8160100
254990676,СЗАО,Монолитно кирпичный,1994,19,4,Центральное,На улицу и двор,3.0,Дизайнерский,46.0,18.0,15.0,Шелепиха,on foot,11,25600000
257113522,САО,Монолитно кирпичный,1994,7,4,Центральное,На улицу и двор,3.0,Без ремонта,55.0,17.9,24.5,Белорусская,on foot,8,26000000
222006328,САО,Монолитно кирпичный,1994,20,4,Центральное,На улицу,3.25,Дизайнерский,55.0,33.5,8.4,Белорусская,on foot,10,30900000
258355471,ЦАО,Монолитный,2019,2,8,Центральное,Во двор,3.5,Без ремонта,63.1,22.2,20.0,Киевская,on foot,14,51000000
256152670,ЦАО,Кирпичный,1917,3,1,Центральное,На улицу,3.0,Без ремонта,43.0,14.0,15.0,Серпуховская,on foot,5,23349600
260158676,ЮЗАО,Панельный,2020,2,3,Центральное,Во двор,2.9,Евроремонт,46.2,13.4,17.2,Академическая,on foot,10,17500000
260282593,ЮВАО,Панельный,2004,5,3,Центральное,На улицу,3.0,Евроремонт,37.8,18.0,9.0,Люблино,on foot,2,9900000
258608479,САО,Монолитный,2017,9,4,Центральное,На улицу,3.0,Без ремонта,32.2,19.6,4.9,ЦСКА,on foot,10,10800000
258675034,САО,Монолитный,2017,9,4,Центральное,На улицу,3.0,Без ремонта,30.1,18.4,4.6,ЦСКА,on foot,10,10285170
260382785,ЮАО,Панельный,1977,8,2,Центральное,На улицу,2.64,Косметический,25.3,13.8,5.7,Зябликово,on foot,12,7100000
252132901,ЮЗАО,Монолитный,2020,12,7,Индивидуальный тепловой пункт,На улицу и двор,3.0,Без ремонта,44.38,22.6,10.9,Академическая,on foot,9,17500000
259396711,ЗАО,Панельный,2017,25,3,Центральное,Во двор,2.7,Косметический,34.5,18.0,8.5,Говорово,on foot,8,10100000
260532924,СВАО,Панельный,1982,3,1,Центральное,Во двор,2.65,Косметический,36.0,19.6,8.1,Ботанический сад,transport,5,9400000
260523575,ЮВАО,Панельный,1971,1,2,Центральное,На улицу и двор,2.7,Косметический,35.4,19.8,9.8,Лефортово,on foot,8,10400000
260523965,ЮВАО,Панельный,1971,1,2,Центральное,На улицу и двор,2.7,Косметический,35.4,19.8,9.8,Лефортово,on foot,8,10400000
260516911,ЮЗАО,Панельный,2005,17,2,Центральное,На улицу,2.68,Косметический,38.5,20.1,10.4,Калужская,transport,4,13100000
258293046,СВАО,Панельный,1979,7,1,Центральное,Во двор,2.48,Косметический,34.5,19.1,9.7,Ботанический сад,transport,3,9500000
260151347,ЮАО,Панельный,1991,10,4,Центральное,На улицу,2.64,Косметический,37.9,19.0,8.2,Технопарк,transport,9,12100000
258840060,ЮАО,Блочный,1976,2,1,Центральное,Во двор,2.48,Косметический,34.6,19.1,9.9,Орехово,transport,9,7900000
256647177,ЮЗАО,Панельный,1965,5,1,Центральное,На улицу,2.64,Косметический,35.8,20.1,10.1,Калужская,on foot,15,9500000
257472812,СЗАО,Панельный,1980,8,2,Центральное,Во двор,2.65,Косметический,39.1,20.8,8.6,Строгино,on foot,4,11000000
256685262,СЗАО,Монолитный,2003,4,4,Центральное,Во двор,3.06,Косметический,54.1,33.0,8.2,Планерная,transport,21,15500000
255399156,ЗАО,Монолитно кирпичный,1994,5,4,Центральное,На улицу и двор,3.05,Без ремонта,40.2,24.5,6.1,Фили,transport,5,17150000
236709786,СЗАО,Монолитный,2014,3,4,Центральное,На улицу и двор,3.0,Косметический,42.6,26.0,6.5,Спартак,transport,4,8900000
257085584,ЦАО,Кирпичный,1994,1,4,Центральное,На улицу и двор,3.0,Косметический,19.5,11.9,3.0,Чистые пруды,on foot,10,9950000
260258610,ЮВАО,Панельный,2019,17,3,Центральное,На улицу и двор,2.74,Без ремонта,39.3,18.9,8.9,Некрасовка,on foot,19,8160100
254990676,СЗАО,Монолитно кирпичный,1994,19,4,Центральное,На улицу и двор,3.0,Дизайнерский,46.0,18.0,15.0,Шелепиха,on foot,11,25600000
257113522,САО,Монолитно кирпичный,1994,7,4,Центральное,На улицу и двор,3.0,Без ремонта,55.0,17.9,24.5,Белорусская,on foot,8,26000000
222006328,САО,Монолитно кирпичный,1994,20,4,Центральное,На улицу,3.25,Дизайнерский,55.0,33.5,8.4,Белорусская,on foot,10,30900000
258355471,ЦАО,Монолитный,2019,2,8,Центральное,Во двор,3.5,Без ремонта,63.1,22.2,20.0,Киевская,on foot,14,51000000
256152670,ЦАО,Кирпичный,1917,3,1,Центральное,На улицу,3.0,Без ремонта,43.0,14.0,15.0,Серпуховская,on foot,5,23349600
260158676,ЮЗАО,Панельный,2020,2,3,Центральное,Во двор,2.9,Евроремонт,46.2,13.4,17.2,Академическая,on foot,10,17500000
260282593,ЮВАО,Панельный,2004,5,3,Центральное,На улицу,3.0,Евроремонт,37.8,18.0,9.0,Люблино,on foot,2,9900000
258608479,САО,Монолитный,2017,9,4,Центральное,На улицу,3.0,Без ремонта,32.2,19.6,4.9,ЦСКА,on foot,10,10800000
258675034,САО,Монолитный,2017,9,4,Центральное,На улицу,3.0,Без ремонта,30.1,18.4,4.6,ЦСКА,on foot,10,10285170
260382785,ЮАО,Панельный,1977,8,2,Центральное,На улицу,2.64,Косметический,25.3,13.8,5.7,Зябликово,on foot,12,7100000
252132901,ЮЗАО,Монолитный,2020,12,7,Индивидуальный тепловой пункт,На улицу и двор,3.0,Без ремонта,44.38,22.6,10.9,Академическая,on foot,9,17500000
259396711,ЗАО,Панельный,2017,25,3,Центральное,Во двор,2.7,Косметический,34.5,18.0,8.5,Говорово,on foot,8,10100000
260532924,СВАО,Панельный,1982,3,1,Центральное,Во двор,2.65,Косметический,36.0,19.6,8.1,Ботанический сад,transport,5,9400000
260523575,ЮВАО,Панельный,1971,1,2,Центральное,На улицу и двор,2.7,Косметический,35.4,19.8,9.8,Лефортово,on foot,8,10400000
260523965,ЮВАО,Панельный,1971,1,2,Центральное,На улицу и двор,2.7,Косметический,35.4,19.8,9.8,Лефортово,on foot,8,10400000
260516911,ЮЗАО,Панельный,2005,17,2,Центральное,На улицу,2.68,Косметический,38.5,20.1,10.4,Калужская,transport,4,13100000
258293046,СВАО,Панельный,1979,7,1,Центральное,Во двор,2.48,Косметический,34.5,19.1,9.7,Ботанический сад,transport,3,9500000
260151347,ЮАО,Панельный,1991,10,4,Центральное,На улицу,2.64,Косметический,37.9,19.0,8.2,Технопарк,transport,9,12100000
258840060,ЮАО,Блочный,1976,2,1,Центральное,Во двор,2.48,Косметический,34.6,19.1,9.9,Орехово,transport,9,7900000
256647177,ЮЗАО,Панельный,1965,5,1,Центральное,На улицу,2.64,Косметический,35.8,20.1,10.1,Калужская,on foot,15,9500000
257472812,СЗАО,Панельный,1980,8,2,Центральное,Во двор,2.65,Косметический,39.1,20.8,8.6,Строгино,on foot,4,11000000
256685262,СЗАО,Монолитный,2003,4,4,Центральное,Во двор,3.06,Косметический,54.1,33.0,8.2,Планерная,transport,21,15500000
251473112,ВАО,Панельный,2014,10,4,Центральное,На улицу,2.6,Евроремонт,44.4,17.8,9.4,Новогиреево,transport,4,10800000
253999365,ВАО,Панельный,2000,4,3,Центральное,Во двор,2.64,Косметический,37.2,22.7,5.7,Новогиреево,transport,3,8100000
256515723,ЗАО,Панельный,1984,4,1,Центральное,На улицу,2.5,Косметический,39.6,20.7,12.2,Солнцево,on foot,18,8100000
251568746,ЗАО,Панельный,1966,8,1,Центральное,На улицу,2.64,Евроремонт,34.8,19.7,9.7,Студенческая,transport,8,10800000
253337610,САО,Монолитный,2010,22,4,Центральное,На улицу,3.0,Евроремонт,53.3,23.1,10.3,Беговая,on foot,3,16100000
256464461,СВАО,Панельный,2002,6,7,Центральное,Во двор,2.66,Косметический,36.6,19.0,6.9,Медведково,transport,3,10000000
253399580,ЮАО,Панельный,1982,9,2,Центральное,На улицу,2.64,Косметический,39.0,20.9,8.6,Коломенская,transport,4,10900000
257890315,СЗАО,Панельный,1997,7,5,Центральное,На улицу и двор,2.64,Косметический,36.7,19.1,7.3,Волоколамская,transport,3,9500000
259079100,ЮЗАО,Панельный,1977,4,16,Центральное,На улицу,2.6,Косметический,32.5,18.8,6.0,Новоясеневская,on foot,2,9700000
258385452,СЗАО,Панельный,1967,7,6,Центральное,Во двор,2.58,Косметический,32.8,18.8,6.6,Трикотажная,transport,5,8700000
259545145,ВАО,Монолитный,2001,2,2,Центральное,Во двор,3.0,Косметический,54.7,27.0,12.5,Новокосино,transport,5,15300000
254380117,ЗАО,Панельный,1971,6,4,Центральное,На улицу,2.5,Косметический,32.5,17.9,6.6,Минская,transport,6,9100000
255753040,НАО,Панельный,2013,8,5,Индивидуальный тепловой пункт,Во двор,2.74,Косметический,37.3,18.9,7.3,Рассказовка,transport,3,8600000
252586294,САО,Блочный,1968,1,1,Центральное,На улицу,2.64,Косметический,33.7,16.0,9.0,Водный стадион,on foot,9,8700000
257719601,ЦАО,Кирпичный,1968,2,1,Центральное,На улицу,2.5,Косметический,35.3,20.1,9.8,Бауманская,on foot,11,11600000
258268085,ЮЗАО,Блочный,1986,15,3,Центральное,Во двор,2.64,Косметический,38.0,19.8,10.0,Проспект Вернадского,transport,3,12200000
255602972,ЮЗАО,Панельный,2003,6,5,Центральное,Во двор,2.65,Косметический,38.8,20.8,8.2,Улица Горчакова,on foot,7,8800000
255294492,СВАО,Монолитный,2005,19,1,Центральное,На улицу,3.0,Косметический,48.5,21.2,13.6,Владыкино,transport,3,14200000
258982503,СВАО,Блочный,1980,12,3,Центральное,На улицу,2.52,Косметический,39.3,20.2,10.8,Бабушкинская,on foot,17,10600000
258243829,ЮАО,Кирпичный,1971,8,1,Центральное,Во двор,2.7,Косметический,38.7,18.9,7.7,Нагорная,on foot,5,11600000
259458648,ВАО,Кирпичный,2003,5,3,Центральное,Во двор,3.04,Косметический,44.9,19.3,12.3,Преображенская площадь,on foot,3,22700000
257029141,ВАО,Блочный,1966,9,1,Центральное,Во двор,2.6,Косметический,35.2,20.1,8.0,Перово,on foot,17,8600000
259568971,ВАО,Кирпичный,1967,6,8,Центральное,На улицу,2.64,Косметический,29.3,17.8,5.7,Преображенская площадь,transport,5,9000000
259734059,ЮЗАО,Монолитный,2007,4,5,Центральное,На улицу,2.64,Косметический,41.2,17.5,10.2,Калужская,transport,2,13700000
260343801,НАО,Монолитный,2013,22,7,Центральное,Во двор,2.64,Косметический,41.5,17.7,10.0,Рассказовка,transport,5,10800000
254489468,НАО,Панельный,2017,1,6,Центральное,На улицу,3.0,Косметический,45.9,23.6,9.6,Бунинская аллея,transport,5,8700000
256971516,СЗАО,Панельный,1981,12,13,Центральное,На улицу,2.64,Без ремонта,38.9,20.9,8.5,Строгино,on foot,2,11300000
257274916,НАО,Монолитный,1994,11,4,Центральное,Во двор,2.65,Без ремонта,30.7,22.2,4.7,Прокшино,transport,8,7600000
256514706,СЗАО,Блочный,1967,4,1,Центральное,Во двор,2.64,Косметический,34.6,19.7,9.9,Сходненская,transport,4,8600000
255752421,НАО,Панельный,2015,14,9,Индивидуальный тепловой пункт,Во двор,2.6,Косметический,43.8,21.1,14.5,Рассказовка,transport,4,9800000
259599064,СЗАО,Блочный,1985,1,2,Центральное,Во двор,2.64,Косметический,38.5,20.5,8.7,Октябрьское поле,transport,4,11100000
254948532,СВАО,Кирпичный,1962,1,3,Центральное,Во двор,2.48,Косметический,30.2,18.6,5.7,ВДНХ,on foot,16,8300000
258741800,САО,Панельный,2003,3,6,Центральное,На улицу,2.63,Косметический,50.6,22.2,11.9,Дмитровская,on foot,16,17000000
258656891,ЮЗАО,Панельный,2005,6,2,Центральное,Во двор,2.78,Косметический,41.7,19.7,10.2,Нагорная,transport,3,13000000
253697075,ВАО,Панельный,1975,9,4,Центральное,Во двор,2.64,Косметический,34.7,20.0,8.0,Преображенская площадь,transport,4,9800000
258716945,ЗАО,Панельный,2005,5,8,Центральное,На улицу,2.64,Косметический,50.5,22.1,11.9,Мичуринский проспект,transport,6,13600000
254755631,СВАО,Панельный,1975,8,6,Центральное,На улицу,2.64,Косметический,32.7,18.8,6.7,Ботанический сад,transport,4,8400000
256374663,ЮАО,Панельный,2003,1,6,Центральное,Во двор,2.55,Косметический,37.8,19.0,7.4,Коломенская,on foot,6,11500000
259883464,ЮАО,Панельный,2017,20,1,Центральное,Во двор,2.7,Косметический,46.7,24.5,10.1,Аннино,on foot,9,14500000
255958233,ЮВАО,Блочный,1967,2,1,Центральное,Во двор,2.5,Косметический,35.0,19.9,9.8,Стахановская,transport,5,8500000
258294010,ЗАО,Панельный,1973,12,1,Центральное,На улицу,2.64,Косметический,34.8,20.1,6.3,Молодежная,transport,5,9500000
258224336,ЮАО,Кирпичный,1963,4,1,Центральное,Во двор,2.64,Без ремонта,31.4,21.3,5.2,Каширская,transport,3,9600000
257836791,СВАО,Кирпичный,1964,3,4,Центральное,На улицу и двор,2.55,Косметический,30.9,18.6,6.8,Ростокино,transport,3,9800000
257718880,САО,Панельный,1978,10,4,Центральное,Во двор,2.64,Косметический,39.3,21.1,8.7,Селигерская,on foot,17,10000000
259501679,ЗАО,Панельный,2008,6,6,Центральное,На улицу,3.0,Косметический,39.7,18.8,8.9,Рабочий поселок,transport,5,13900000
256495921,НАО,Панельный,1994,16,4,Центральное,На улицу,2.7,Косметический,38.4,18.0,8.4,Бунинская аллея,transport,4,8100000
256110148,САО,Монолитный,2010,35,4,Центральное,На улицу,2.7,Косметический,37.5,15.8,11.5,Беговая,on foot,3,14800000
252657416,СЗАО,Панельный,1981,12,9,Центральное,На улицу и двор,2.64,Косметический,37.2,18.0,8.0,Строгино,on foot,11,10050000
256945229,ЗАО,Панельный,1967,11,1,Центральное,Во двор,2.64,Косметический,35.3,20.3,9.7,Рабочий поселок,on foot,13,10000000
257652009,НАО,Монолитный,1994,5,4,Центральное,На улицу и двор,2.7,Без ремонта,41.8,17.0,14.1,Ольховая,transport,7,9300000
252322270,СЗАО,Монолитный,2019,8,10,Центральное,На улицу и двор,2.7,Без ремонта,36.5,14.5,10.0,Пятницкое шоссе,transport,5,8800000
260341489,САО,Монолитный,2014,1,4,Центральное,На улицу,2.78,Косметический,44.4,24.4,9.8,Речной вокзал,transport,4,12000000
258535079,ЮВАО,Монолитный,2018,18,14,Центральное,На улицу,2.65,Косметический,44.1,22.8,13.1,Перерва,transport,4,12800000
256804205,ЮЗАО,Панельный,1973,6,12,Центральное,На улицу,2.64,Косметический,34.6,21.0,6.3,Теплый Стан,on foot,19,9200000
256456035,ВАО,Кирпичный,2008,3,2,Центральное,На улицу,3.0,Косметический,41.8,25.5,10.3,Бульвар Рокоссовского,transport,4,12300000
257941585,СЗАО,Панельный,1966,9,1,Центральное,На улицу,2.52,Косметический,31.6,21.5,5.3,Сходненская,on foot,15,8500000
256393264,ЮАО,Блочный,1963,1,1,Центральное,На улицу,2.64,Косметический,31.5,21.3,5.0,Варшавская,on foot,9,8700000
257266977,СЗАО,Панельный,2011,8,4,Центральное,Во двор,2.8,Без ремонта,38.4,17.8,8.6,Сходненская,on foot,13,12600000
258421291,СЗАО,Блочный,1989,6,8,Центральное,На улицу,2.66,Косметический,39.0,20.9,8.6,Спартак,transport,5,12000000
260079243,НАО,Монолитный,1994,3,4,Центральное,Во двор,2.7,Косметический,41.8,15.8,15.2,Прокшино,transport,5,11300000
258272439,ВАО,Панельный,2004,9,5,Центральное,На улицу,3.0,Косметический,38.6,20.6,8.6,Некрасовка,transport,3,8900000
258748621,СВАО,Кирпичный,2005,17,7,Центральное,На улицу,2.56,Косметический,39.9,18.8,9.0,Алтуфьево,transport,7,10000000
258995193,НАО,Панельный,2010,12,6,Центральное,Во двор,3.0,Косметический,37.0,22.6,5.6,Филатов Луг,transport,10,8900000
249807180,СВАО,Блочный,1962,6,1,Центральное,На улицу,2.7,Косметический,31.8,21.5,5.7,Бутырская,on foot,13,11000000
258744744,ЮВАО,Панельный,1997,14,8,Центральное,На улицу,2.64,Косметический,38.3,19.2,8.6,Алма-Атинская,transport,8,9700000
257309883,ЮЗАО,Монолитный,1998,19,1,Центральное,На улицу,2.65,Косметический,41.8,18.8,9.9,Ясенево,transport,4,9900000
258991445,СВАО,Панельный,2018,17,4,Индивидуальный тепловой пункт,Во двор,2.65,Косметический,45.9,24.3,13.7,Отрадное,transport,6,13700000
260074709,СВАО,Кирпичный,1973,5,5,Центральное,На улицу,2.5,Косметический,34.5,18.5,7.2,Бабушкинская,transport,3,9500000
260254764,НАО,Панельный,2010,7,3,Центральное,Во двор,2.7,Косметический,52.7,22.6,14.5,Филатов Луг,transport,9,11900000
260490917,ЮАО,Панельный,1985,6,9,Центральное,Во двор,2.64,Без ремонта,38.9,23.7,5.9,Борисово,transport,4,9500000
256017962,ЮАО,Панельный,1982,5,4,Центральное,На улицу,2.64,Косметический,39.2,20.9,8.6,Царицыно,transport,40,8000000
257504291,САО,Кирпичный,1968,6,6,Центральное,На улицу,2.55,Косметический,29.9,17.7,5.9,Аэропорт,on foot,17,10000000
256323720,НАО,Панельный,2016,8,3,Центральное,На улицу,2.7,Косметический,38.4,17.1,9.2,Коммунарка,transport,6,10000000
260341174,ЗАО,Панельный,1966,1,5,Центральное,На улицу,3.0,Косметический,29.6,16.4,5.5,Киевская,on foot,11,15300000
257284366,ЮАО,Монолитный,1994,14,4,Центральное,Во двор,2.7,Косметический,39.4,12.5,19.3,Аннино,on foot,8,11900000
256465852,СВАО,Панельный,2004,10,3,Центральное,На улицу,2.65,Косметический,38.2,19.9,10.4,Фонвизинская,on foot,10,12200000
259976213,ЮАО,Монолитный,2013,5,11,Центральное,На улицу,2.65,Косметический,41.7,17.9,10.2,Покровское-Стрешнево,transport,6,11400000
257318358,НАО,Панельный,2018,9,6,Индивидуальный тепловой пункт,Во двор,2.7,Евроремонт,46.8,24.4,10.0,Бунинская аллея,transport,6,9300000
257562659,САО,Панельный,1979,6,10,Центральное,Во двор,2.6,Косметический,32.6,18.9,6.0,Селигерская,on foot,19,8500000
260214346,ЮАО,Блочный,1988,11,5,Центральное,На улицу,2.65,Косметический,38.2,19.2,8.4,Москворечье,on foot,4,10300000
257580006,ЮАО,Монолитный,2011,3,7,Центральное,На улицу и двор,2.7,Без ремонта,68.0,37.0,10.6,Царицыно,transport,9,12244200
260168985,ЮЗАО,Панельный,2020,9,3,Центральное,На улицу,2.9,Евроремонт,68.6,29.9,10.8,Академическая,on foot,10,22200000
260394166,ЮАО,Монолитный,2013,26,18,Центральное,На улицу и двор,3.0,Без ремонта,81.0,43.0,10.0,Царицыно,transport,15,12694500
253135768,ЗАО,Панельный,1978,9,8,Центральное,На улицу,2.75,Дизайнерский,55.0,33.0,9.0,Юго-Западная,on foot,10,15500000
258452630,ЦАО,Монолитный,2017,81,4,Центральное,На улицу и двор,3.0,Дизайнерский,99.2,60.5,15.1,Деловой центр,on foot,2,64500000
245845629,ЦАО,Монолитный,2014,4,12,Центральное,На улицу и двор,3.0,Дизайнерский,69.5,42.4,10.6,Спортивная,on foot,5,74500000
259335900,ЮАО,Монолитный,2013,14,18,Центральное,На улицу и двор,3.0,Без ремонта,76.1,29.8,11.0,Царицыно,transport,15,11795500
252037043,ЮВАО,Монолитный,2017,14,6,Центральное,На улицу и двор,3.0,Без ремонта,65.6,33.9,13.8,Лухмановская,transport,4,10206120
255411802,ЦАО,Монолитный,2017,81,4,Центральное,На улицу,3.0,Дизайнерский,101.8,62.1,15.5,Международная,on foot,4,62500000
257265414,ЦАО,Монолитный,2018,37,4,Центральное,На улицу и двор,3.0,Без ремонта,66.4,32.0,14.0,Улица 1905 года,on foot,13,31450000
259692788,ЦАО,Монолитный,2013,4,4,Центральное,На улицу и двор,3.0,Дизайнерский,75.0,45.7,11.4,Смоленская,on foot,8,57900000
246750062,САО,Монолитный,2017,6,4,Центральное,На улицу и двор,3.0,Дизайнерский,94.0,57.3,14.3,Динамо,on foot,5,55000000
251583589,ЦАО,Монолитный,1994,10,4,Центральное,На улицу и двор,3.0,Без ремонта,65.0,39.6,9.9,Выставочная,on foot,12,32000000
251591998,ЦАО,Монолитный,1994,33,4,Центральное,На улицу и двор,3.0,Без ремонта,66.0,26.0,19.0,Шелепиха,on foot,4,25500000
252104783,ЦАО,Монолитный,2010,24,4,Центральное,На улицу и двор,3.0,Без ремонта,106.0,87.6,10.0,Деловой центр,on foot,2,48000000
255997928,ЦАО,Монолитный,2019,6,5,Центральное,Во двор,3.3,Без ремонта,86.0,33.0,26.0,Выставочная,on foot,10,47000000
259009976,СВАО,Монолитный,1994,1,4,Центральное,Во двор,3.3,Дизайнерский,81.0,50.0,16.0,Алтуфьево,transport,15,20300000
258457424,СВАО,Монолитный,2015,6,1,Центральное,На улицу и двор,3.0,Без ремонта,108.9,66.4,16.6,Ботанический сад,transport,4,29997000
258442631,САО,Монолитный,1994,3,4,Центральное,На улицу и двор,3.0,Без ремонта,41.7,25.4,6.3,ЦСКА,on foot,10,23500000
259081273,САО,Панельный,1994,10,4,Центральное,На улицу,3.0,Без ремонта,37.9,23.0,5.3,Беломорская,on foot,6,11700000
258743564,НАО,Панельный,1994,6,4,Центральное,Во двор,3.0,Без ремонта,58.5,28.9,12.2,Коммунарка,transport,9,10700000
248984683,САО,Монолитный,1994,11,4,Центральное,Во двор,3.2,Без ремонта,55.0,33.5,8.4,Динамо,transport,5,28000000
247457841,САО,Монолитный,1994,20,4,Центральное,На улицу,3.0,Дизайнерский,55.0,33.5,8.4,Динамо,transport,5,30890000
260091761,СЗАО,Панельный,2020,13,3,Индивидуальный тепловой пункт,На улицу,3.3,Без ремонта,79.1,48.2,12.0,Октябрьское поле,transport,5,28300000
257580006,ЮАО,Монолитный,2011,3,7,Центральное,На улицу и двор,2.7,Без ремонта,68.0,37.0,10.6,Царицыно,transport,9,12244200
260168985,ЮЗАО,Панельный,2020,9,3,Центральное,На улицу,2.9,Евроремонт,68.6,29.9,10.8,Академическая,on foot,10,22200000
260394166,ЮАО,Монолитный,2013,26,18,Центральное,На улицу и двор,3.0,Без ремонта,81.0,43.0,10.0,Царицыно,transport,15,12694500
253135768,ЗАО,Панельный,1978,9,8,Центральное,На улицу,2.75,Дизайнерский,55.0,33.0,9.0,Юго-Западная,on foot,10,15500000
258452630,ЦАО,Монолитный,2017,81,4,Центральное,На улицу и двор,3.0,Дизайнерский,99.2,60.5,15.1,Деловой центр,on foot,2,64500000
245845629,ЦАО,Монолитный,2014,4,12,Центральное,На улицу и двор,3.0,Дизайнерский,69.5,42.4,10.6,Спортивная,on foot,5,74500000
259335900,ЮАО,Монолитный,2013,14,18,Центральное,На улицу и двор,3.0,Без ремонта,76.1,29.8,11.0,Царицыно,transport,15,11795500
252037043,ЮВАО,Монолитный,2017,14,6,Центральное,На улицу и двор,3.0,Без ремонта,65.6,33.9,13.8,Лухмановская,transport,4,10206120
255411802,ЦАО,Монолитный,2017,81,4,Центральное,На улицу,3.0,Дизайнерский,101.8,62.1,15.5,Международная,on foot,4,62500000
257265414,ЦАО,Монолитный,2018,37,4,Центральное,На улицу и двор,3.0,Без ремонта,66.4,32.0,14.0,Улица 1905 года,on foot,13,31450000
259692788,ЦАО,Монолитный,2013,4,4,Центральное,На улицу и двор,3.0,Дизайнерский,75.0,45.7,11.4,Смоленская,on foot,8,57900000
246750062,САО,Монолитный,2017,6,4,Центральное,На улицу и двор,3.0,Дизайнерский,94.0,57.3,14.3,Динамо,on foot,5,55000000
251583589,ЦАО,Монолитный,1994,10,4,Центральное,На улицу и двор,3.0,Без ремонта,65.0,39.6,9.9,Выставочная,on foot,12,32000000
251591998,ЦАО,Монолитный,1994,33,4,Центральное,На улицу и двор,3.0,Без ремонта,66.0,26.0,19.0,Шелепиха,on foot,4,25500000
252104783,ЦАО,Монолитный,2010,24,4,Центральное,На улицу и двор,3.0,Без ремонта,106.0,87.6,10.0,Деловой центр,on foot,2,48000000
255997928,ЦАО,Монолитный,2019,6,5,Центральное,Во двор,3.3,Без ремонта,86.0,33.0,26.0,Выставочная,on foot,10,47000000
259009976,СВАО,Монолитный,1994,1,4,Центральное,Во двор,3.3,Дизайнерский,81.0,50.0,16.0,Алтуфьево,transport,15,20300000
258457424,СВАО,Монолитный,2015,6,1,Центральное,На улицу и двор,3.0,Без ремонта,108.9,66.4,16.6,Ботанический сад,transport,4,29997000
258442631,САО,Монолитный,1994,3,4,Центральное,На улицу и двор,3.0,Без ремонта,41.7,25.4,6.3,ЦСКА,on foot,10,23500000
