id,district,house_type,house_build_date,floor_number,entrances,heating,window_view,ceiling_high,apartment_renovation,total_area,living_area,kitchen_area,nearest_subway,subway_type,subway_time,price
258000831,ЦАО,Монолитный,2004,20,5,Индивидуальный тепловой пункт,На улицу и двор,2.8,Дизайнерский,78.0,39.0,10.0,Шелепиха,on foot,13,31100000
257727338,СЗАО,Монолитный,2018,15,4,Центральное,На улицу и двор,3.0,Евроремонт,69.0,42.1,10.5,Шелепиха,on foot,18,31490000
260307630,ЗАО,Монолитный,2012,4,3,Центральное,На улицу и двор,3.3,Дизайнерский,76.0,39.0,12.0,Молодежная,on foot,8,31500000
256642477,САО,Панельный,2009,3,3,Автономная котельная,Во двор,3.2,Косметический,81.5,26.0,25.0,Панфиловская,on foot,5,31000000
248990007,ЗАО,Монолитный,1994,2,4,Центральное,На улицу и двор,3.0,Дизайнерский,85.0,43.0,17.0,Раменки,on foot,10,31990000
259130416,ЮВАО,Монолитный,2019,7,4,Центральное,Во двор,3.1,Дизайнерский,65.0,31.2,12.8,Площадь Ильича,transport,6,31900000
255684173,ЦАО,Монолитный,2004,9,5,Индивидуальный тепловой пункт,На улицу и двор,3.0,Дизайнерский,78.0,42.0,19.0,Тестовская,on foot,11,32000000
260449626,ЮВАО,Панельный,2013,10,8,Центральное,На улицу,3.2,Евроремонт,110.0,77.0,12.0,Дубровка,on foot,5,32662500
243441561,ЦАО,Монолитный,2020,8,4,Центральное,На улицу и двор,4.0,Дизайнерский,74.0,60.0,10.0,Бауманская,transport,9,33850000
259615515,ЦАО,Монолитный,2016,3,4,Центральное,На улицу и двор,3.0,Дизайнерский,69.2,42.2,10.5,Новокузнецкая,on foot,16,34000000
257246490,ЦАО,Монолитно кирпичный,1994,11,4,Центральное,Во двор,3.0,Без ремонта,66.0,30.0,15.0,Выставочная,on foot,12,35000000
241519775,ЦАО,Монолитный,1998,7,2,Центральное,Во двор,2.65,Евроремонт,70.0,48.0,15.0,Баррикадная,on foot,8,35000000
252521715,ЗАО,Монолитный,2014,7,9,Центральное,Во двор,3.0,Дизайнерский,80.0,38.0,18.0,Раменки,on foot,2,35699000
259653019,ЗАО,Монолитно кирпичный,1994,15,4,Центральное,Во двор,3.0,Дизайнерский,77.0,45.0,12.0,Раменки,on foot,12,36500000
253780391,ЦАО,Монолитный,2016,15,4,Центральное,На улицу,3.0,Дизайнерский,85.0,70.0,12.9,Выставочная,on foot,1,36990000
255474423,ЦАО,Монолитный,2017,20,1,Центральное,Во двор,3.2,Без ремонта,65.0,30.0,15.0,Улица 1905 года,on foot,14,37400000
258586497,ЦАО,Монолитный,2004,6,3,Центральное,На улицу,3.0,Евроремонт,89.0,54.3,20.0,Улица 1905 года,on foot,20,37500000
258640237,ЦАО,Кирпичный,1947,2,2,Центральное,Во двор,3.0,Евроремонт,64.0,44.0,9.0,Арбатская,on foot,12,38000486
250704029,ЗАО,Монолитный,2006,15,1,Центральное,На улицу,3.1,Дизайнерский,101.0,50.7,14.3,Деловой центр,transport,8,38900000
181102287,ЗАО,Монолитный,2011,15,8,Центральное,На улицу и двор,3.1,Евроремонт,85.0,37.0,15.0,Кутузовская,on foot,19,39800000
236223548,ЦАО,Кирпичный,1932,7,2,Центральное,На улицу и двор,3.2,Дизайнерский,81.0,67.0,12.3,Охотный ряд,on foot,8,39799999
259697788,ЗАО,Монолитный,2017,7,4,Центральное,На улицу и двор,3.2,Дизайнерский,75.0,36.0,16.0,Фили,on foot,17,39960000
256633907,ЦАО,Панельный,1994,23,4,Центральное,На улицу и двор,3.0,Евроремонт,86.4,43.0,11.0,Международная,on foot,3,40608000
247163102,ЗАО,Монолитный,1994,5,4,Центральное,Во двор,3.2,Дизайнерский,80.0,41.0,12.0,Раменки,on foot,10,40790000
256157423,САО,Панельный,1994,7,4,Центральное,На улицу и двор,3.0,Без ремонта,92.0,38.0,19.0,Динамо,transport,4,44000000
233500818,ЦАО,Монолитно кирпичный,1994,4,4,Центральное,Во двор,3.0,Без ремонта,82.0,56.0,14.0,Октябрьская,on foot,10,44000000
256634404,ЦАО,Панельный,1994,38,4,Центральное,На улицу и двор,3.2,Дизайнерский,79.0,44.0,12.0,Международная,on foot,4,44440000
259608832,ЦАО,Кирпичный,1830,6,2,Центральное,Во двор,3.3,Без ремонта,69.9,26.0,27.0,Китай-город,on foot,15,45400000
254399143,ЦАО,Монолитный,1994,13,4,Центральное,На улицу и двор,3.0,Без ремонта,75.3,55.0,14.0,Шаболовская,on foot,18,45462000
259815902,ЦАО,Панельный,1994,7,4,Центральное,На улицу,3.0,Без ремонта,79.0,48.2,12.0,Маяковская,on foot,6,46780000
259909920,ЦАО,Монолитный,2020,11,4,Центральное,На улицу и двор,3.5,Дизайнерский,96.2,57.0,28.0,Международная,on foot,8,49000000
260382604,ЦАО,Кирпичный,1830,3,2,Центральное,Во двор,3.3,Без ремонта,85.6,50.0,15.0,Китай-город,on foot,15,49599000
260168910,ЦАО,Монолитный,2020,69,4,Центральное,Во двор,3.0,Косметический,78.2,35.0,15.0,Международная,on foot,5,49657000
200828531,ЦАО,Монолитный,2009,3,12,Центральное,Во двор,3.0,Без ремонта,106.4,76.0,20.0,Чистые пруды,on foot,13,52000000
229789133,ЦАО,Монолитный,2014,2,4,Центральное,Во двор,3.0,Без ремонта,92.0,55.0,10.0,Фрунзенская,on foot,10,55000000
260004625,ЦАО,Монолитный,1994,5,4,Центральное,Во двор,3.1,Без ремонта,71.4,35.0,20.0,Арбатская,on foot,5,55692000
259488565,ЦАО,Монолитный,1997,6,2,Центральное,Во двор,3.1,Дизайнерский,112.0,71.6,15.2,Белорусская,on foot,5,61800000
252786812,ЦАО,Монолитный,2009,2,5,Центральное,Во двор,3.0,Дизайнерский,70.0,42.7,10.7,Марксистская,on foot,6,62400000
255572520,ЦАО,Монолитно кирпичный,1994,2,4,Центральное,На улицу и двор,3.5,Без ремонта,75.0,50.0,10.0,Полянка,on foot,6,63700000
258499703,ЦАО,Монолитный,1994,2,4,Центральное,На улицу и двор,3.5,Без ремонта,76.0,50.0,10.0,Третьяковская,on foot,7,63750000
257105327,ЗАО,Монолитный,2011,30,5,Центральное,На улицу,3.2,Без ремонта,107.0,50.0,25.0,Ломоносовский проспект,transport,5,65000000
260004621,ЦАО,Монолитный,2014,6,4,Центральное,Во двор,3.3,Без ремонта,92.0,35.0,20.0,Арбатская,on foot,15,71116000
258241407,ЦАО,Монолитный,2001,2,2,Центральное,На улицу,3.0,Дизайнерский,75.4,24.0,35.0,Смоленская,on foot,12,77400000
258587174,ЦАО,Монолитный,2019,4,8,Центральное,На улицу,3.2,Без ремонта,102.3,72.0,20.0,Фрунзенская,on foot,13,85999999
241508702,ЦАО,Монолитный,2013,4,9,Центральное,На улицу и двор,3.1,Евроремонт,84.0,49.0,9.0,Маяковская,on foot,8,89063640
260097208,ЦАО,Монолитный,2015,3,4,Центральное,На улицу и двор,3.0,Дизайнерский,73.0,44.5,11.1,Лубянка,on foot,1,89063640
254047980,ЦАО,Панельный,1893,5,2,Центральное,На улицу и двор,3.5,Евроремонт,170.0,90.0,45.0,Китай-город,on foot,3,105000000
256678415,ЦАО,Монолитный,2014,8,12,Центральное,На улицу и двор,3.0,Без ремонта,115.0,70.1,17.5,Фрунзенская,on foot,7,120000000
258933784,ЦАО,Кирпичный,1913,3,1,Центральное,На улицу и двор,3.0,Дизайнерский,138.0,84.1,21.0,Арбатская,on foot,8,148439400
241693993,ЮВАО,Панельный,1973,5,4,Центральное,На улицу,3.0,Дизайнерский,52.0,35.0,9.0,Печатники,on foot,1,17500000
238463778,ЮАО,Панельный,1989,12,7,Центральное,На улицу,2.64,Косметический,58.3,35.0,10.5,Южная,on foot,3,20500000
243014652,ЦАО,Монолитный,2019,12,4,Центральное,На улицу,3.3,Без ремонта,65.4,41.5,6.9,Электрозаводская,on foot,6,21670000
225799366,СЗАО,Монолитный,2008,8,7,Центральное,На улицу,3.0,Евроремонт,74.8,45.6,11.4,Покровское-Стрешнево,on foot,10,31490000
242236309,ЦАО,Кирпичный,1940,4,12,Центральное,На улицу,3.0,Дизайнерский,58.0,28.0,14.0,Охотный ряд,on foot,4,37500000
247886990,ЦАО,Монолитный,1994,34,4,Центральное,На улицу,3.0,Дизайнерский,72.0,43.9,11.0,Деловой центр,on foot,3,37835100
247710020,ЦАО,Монолитный,2017,74,4,Центральное,На улицу,3.0,Дизайнерский,73.0,44.5,11.1,Деловой центр,on foot,3,45259000
260146322,ТАО (Троицкий),Панельный,1985,2,5,Центральное,Во двор,3.0,Без ремонта,43.5,25.0,7.0,Саларьево,transport,40,6100000
260463809,НАО,Кирпичный,1966,7,4,Центральное,Во двор,2.6,Косметический,34.6,21.0,5.5,Саларьево,transport,15,7000000
254800601,СВАО,Кирпичный,1994,5,4,Центральное,Во двор,3.0,Косметический,25.9,18.6,3.9,Бабушкинская,on foot,21,7100000
254568637,СВАО,Кирпичный,1994,1,4,Центральное,Во двор,2.65,Евроремонт,26.4,16.1,4.0,Бабушкинская,on foot,21,7180000
258672419,НАО,Кирпичный,1963,3,3,Центральное,На улицу и двор,3.0,Косметический,43.0,28.0,6.0,Щербинка,on foot,11,7300000
260314656,ЮАО,Монолитный,2017,3,4,Центральное,На улицу,3.0,Косметический,39.5,32.0,4.5,ЗИЛ,on foot,12,7420000
249793717,ЮАО,Монолитный,2017,3,4,Центральное,Во двор,3.0,Дизайнерский,40.0,32.0,8.0,Автозаводская,on foot,12,7650000
259344226,ЗАО,Панельный,1984,5,1,Центральное,Во двор,3.0,Евроремонт,39.3,25.0,12.0,Солнцево,on foot,15,7800000
248445521,ЮАО,Монолитный,2017,2,4,Центральное,На улицу,3.0,Евроремонт,39.5,24.1,6.0,Автозаводская,on foot,14,7800000
255103673,СВАО,Панельный,1980,14,1,Центральное,Во двор,2.48,Без ремонта,38.5,30.0,5.9,Бабушкинская,transport,11,7950000
257620098,НАО,Монолитный,2017,16,3,Индивидуальный тепловой пункт,На улицу и двор,3.0,Евроремонт,37.84,22.3,6.0,Рассказовка,transport,10,8200000
260319471,ЗАО,Монолитно кирпичный,1994,15,4,Центральное,На улицу,2.7,Косметический,37.9,29.4,5.8,Солнцево,on foot,10,8200000
257338979,ВАО,Панельный,1973,9,8,Центральное,Во двор,3.0,Косметический,45.0,28.0,6.0,Щелковская,transport,5,8500000
260231547,ВАО,Кирпичный,1968,4,6,Центральное,Во двор,3.0,Косметический,40.0,24.4,6.1,Бульвар Рокоссовского,transport,3,8500000
259006530,ЮАО,Панельный,1973,4,14,Центральное,На улицу,2.6,Косметический,46.0,30.0,7.0,Улица Академика Янгеля,transport,10,8590000
260514860,ВАО,Блочный,1962,6,1,Центральное,На улицу,2.65,Косметический,38.0,24.0,7.0,Щелковская,on foot,5,8700000
249657886,ВАО,Кирпичный,1975,3,5,Центральное,Во двор,2.64,Косметический,44.6,27.2,6.8,Новогиреево,on foot,15,8740000
259765613,ВАО,Панельный,1966,9,4,Центральное,На улицу и двор,3.0,Косметический,34.0,22.0,6.0,Первомайская,transport,10,8490000
259282509,ЗАО,Кирпичный,1972,3,3,Центральное,На улицу и двор,2.48,Без ремонта,37.7,23.9,6.2,Рабочий поселок,on foot,7,9800000
259832477,ЮАО,Кирпичный,1965,1,5,Центральное,Во двор,2.6,Без ремонта,43.0,30.0,5.2,Коломенская,on foot,2,8900000
260412068,САО,Кирпичный,1967,4,10,Центральное,Во двор,2.64,Косметический,42.5,27.0,6.0,Селигерская,on foot,25,8900000
258221458,НАО,Монолитный,2016,9,4,Индивидуальный тепловой пункт,Во двор,3.0,Без ремонта,64.0,33.0,11.0,Остафьево,on foot,16,9000000
260534349,ВАО,Панельный,1971,2,8,Центральное,На улицу и двор,3.0,Косметический,44.0,28.0,6.0,Выхино,on foot,15,9000000
259427573,ЗАО,Панельный,1961,1,3,Центральное,Во двор,2.6,Косметический,42.0,30.0,6.0,Рабочий поселок,on foot,9,9100000
258675004,ТАО (Троицкий),Панельный,2015,7,5,Центральное,На улицу и двор,3.0,Евроремонт,65.0,39.6,11.8,Коммунарка,transport,25,9200000
259035361,ВАО,Панельный,1959,4,3,Центральное,На улицу и двор,2.48,Косметический,42.4,30.0,6.0,Щелковская,on foot,15,9200000
257188949,ЮВАО,Кирпичный,1964,3,8,Центральное,На улицу и двор,3.0,Косметический,40.0,32.0,6.0,Люблино,on foot,10,9300000
250449745,ЮАО,Панельный,1971,1,8,Центральное,Во двор,3.0,Косметический,49.0,29.4,9.4,Коломенская,on foot,10,9300000
260290790,НАО,Панельный,2010,11,5,Центральное,Во двор,3.0,Дизайнерский,48.9,29.8,9.3,Силикатная,on foot,13,9300000
260262483,ЮВАО,Панельный,1963,2,3,Центральное,На улицу и двор,2.7,Косметический,41.7,26.7,5.5,Кузьминки,on foot,3,9500000
254798308,СЗАО,Кирпичный,1960,5,4,Центральное,Во двор,2.75,Без ремонта,43.0,30.0,6.0,Тушинская,on foot,3,9450000
259683053,СВАО,Панельный,1970,7,14,Центральное,На улицу и двор,3.0,Косметический,44.0,27.0,6.0,Медведково,transport,16,9500000
253116542,НАО,Монолитный,1994,9,4,Центральное,Во двор,3.0,Без ремонта,60.12,31.0,11.5,Прокшино,transport,15,9450000
260378028,ЮВАО,Монолитный,1994,9,4,Центральное,Во двор,2.8,Без ремонта,54.4,20.7,21.4,Братиславская,transport,4,9500000
259028062,ВАО,Панельный,1965,1,4,Центральное,Во двор,2.64,Косметический,44.2,30.0,6.0,Перово,on foot,9,9480000
259585416,НАО,Монолитный,2017,13,3,Индивидуальный тепловой пункт,На улицу и двор,3.0,Косметический,41.3,22.0,10.0,Рассказовка,transport,7,9500000
260435332,САО,Панельный,1984,2,4,Центральное,На улицу и двор,3.0,Косметический,51.0,29.5,8.0,Ховрино,transport,16,9599000
259757851,САО,Панельный,1967,5,1,Центральное,Во двор,2.64,Без ремонта,39.0,23.6,6.4,Водный стадион,on foot,12,9600000
254532397,СВАО,Панельный,1975,5,12,Центральное,На улицу,2.65,Без ремонта,45.9,30.3,6.7,Отрадное,on foot,15,9600000
259671882,ЮАО,Панельный,1970,8,6,Центральное,Во двор,3.0,Косметический,46.0,27.9,6.0,Пражская,on foot,5,9700000
259736289,СВАО,Панельный,1981,1,3,Центральное,Во двор,2.64,Евроремонт,52.0,30.4,8.5,Алтуфьево,transport,5,9700000
260473403,ТАО (Троицкий),Блочный,1994,2,4,Центральное,На улицу и двор,3.0,Дизайнерский,47.0,20.0,11.6,Саларьево,transport,20,9700000
257940987,ЮАО,Панельный,1971,3,6,Центральное,Во двор,3.0,Косметический,44.4,27.9,6.0,Улица Академика Янгеля,on foot,13,9700000
260309628,НАО,Кирпичный,2014,5,4,Автономная котельная,Во двор,3.0,Евроремонт,54.0,34.0,10.0,Щербинка,on foot,10,9800000
259524173,ВАО,Панельный,1970,2,6,Центральное,На улицу и двор,2.64,Косметический,46.4,29.5,6.0,Щелковская,transport,4,9880000
249702010,ЮВАО,Панельный,2019,17,2,Центральное,На улицу и двор,3.0,Без ремонта,55.8,34.7,9.2,Некрасовка,on foot,10,9850000
255560315,САО,Кирпичный,1994,1,4,Центральное,На улицу и двор,3.0,Без ремонта,45.0,29.6,5.0,Динамо,transport,8,9980000
257940207,САО,Панельный,2000,1,4,Центральное,На улицу и двор,3.0,Косметический,43.5,29.0,6.6,Беломорская,on foot,8,10000000
257969719,ВАО,Панельный,1966,3,4,Центральное,Во двор,2.64,Косметический,44.6,29.8,6.0,Перово,on foot,5,9950000
249685972,СЗАО,Кирпичный,1960,3,3,Центральное,На улицу,3.0,Косметический,40.5,26.1,6.0,Сходненская,on foot,3,10100000
259623925,ВАО,Панельный,1968,2,10,Центральное,Во двор,3.0,Косметический,43.6,28.5,6.5,Новогиреево,on foot,7,10200000
259427166,НАО,Монолитный,2020,14,9,Индивидуальный тепловой пункт,На улицу и двор,2.85,Евроремонт,41.3,22.0,13.5,Коммунарка,on foot,10,10150000
260391446,СВАО,Панельный,1975,2,6,Центральное,Во двор,2.64,Косметический,44.6,29.1,6.4,Отрадное,on foot,15,10250000
259072134,ЗАО,Панельный,1968,14,1,Центральное,Во двор,3.0,Без ремонта,41.0,27.0,6.5,Славянский бульвар,transport,10,10300000
259367523,ЮВАО,Панельный,1966,1,1,Центральное,Во двор,2.5,Евроремонт,37.4,22.7,8.5,Лефортово,on foot,6,10330000
256409419,СВАО,Блочный,1970,10,1,Центральное,Во двор,2.64,Косметический,39.1,23.4,7.0,Бутырская,on foot,11,11000000
258578736,ЮАО,Панельный,1972,2,6,Центральное,Во двор,3.0,Дизайнерский,45.1,29.6,6.4,Коломенская,on foot,10,10450000
258722383,ЗАО,Кирпичный,1965,1,4,Центральное,Во двор,2.7,Без ремонта,43.4,30.0,6.0,Молодежная,on foot,10,10000000
257045903,ЮВАО,Панельный,2019,4,4,Центральное,На улицу и двор,2.74,Косметический,60.4,36.7,12.7,Лухмановская,transport,6,10500000
259473806,САО,Панельный,1970,8,6,Центральное,Во двор,2.5,Евроремонт,45.0,30.0,6.5,Селигерская,on foot,24,10500000
257196722,ЮЗАО,Панельный,1975,11,1,Центральное,На улицу и двор,2.7,Косметический,39.3,23.0,6.0,Теплый Стан,transport,6,10450000
258092811,ВАО,Панельный,1968,12,1,Центральное,Во двор,2.64,Евроремонт,41.0,24.0,6.2,Перово,transport,4,10500000
253198900,САО,Кирпичный,1965,1,3,Центральное,Во двор,3.0,Евроремонт,42.0,30.0,6.0,Речной вокзал,on foot,7,10500000
260451004,НАО,Монолитный,2018,3,2,Индивидуальный тепловой пункт,Во двор,2.7,Евроремонт,43.7,29.0,7.0,Бунинская аллея,transport,6,10450000
258707320,ЮЗАО,Панельный,1972,5,18,Центральное,Во двор,2.64,Без ремонта,51.6,34.0,6.6,Коньково,on foot,16,10150000
259874770,ЮЗАО,Блочный,1963,5,5,Центральное,Во двор,2.5,Евроремонт,45.0,34.0,5.5,Калужская,on foot,20,10700000
260260938,ЮВАО,Панельный,2018,6,2,Нет,На улицу и двор,2.74,Без ремонта,64.4,33.9,12.9,Некрасовка,on foot,11,10689640
236791983,СЗАО,Монолитно кирпичный,1994,1,4,Центральное,На улицу и двор,3.0,Дизайнерский,57.1,34.8,8.7,Спартак,transport,4,10677700
259503049,ВАО,Блочный,1968,7,1,Центральное,Во двор,2.64,Косметический,45.3,29.0,7.0,Измайловская,on foot,18,10700000
259015798,НАО,Монолитный,2015,1,4,Индивидуальный тепловой пункт,На улицу,2.7,Дизайнерский,50.0,32.2,9.6,Коммунарка,on foot,19,10650000
260289547,ВАО,Блочный,1976,5,1,Центральное,На улицу и двор,3.0,Косметический,48.4,29.5,9.2,Новогиреево,transport,5,10750000
260028051,ЗАО,Панельный,1973,4,4,Центральное,Во двор,2.6,Косметический,41.4,24.7,6.0,Минская,transport,20,10950000
259690262,ЮАО,Панельный,1988,11,3,Центральное,Во двор,2.6,Косметический,50.6,31.0,8.5,Шипиловская,transport,4,10900000
258119431,ЗАО,Панельный,1984,1,10,Центральное,На улицу и двор,2.7,Косметический,53.4,32.6,10.0,Славянский бульвар,transport,10,10900000
259700204,ЮЗАО,Кирпичный,1963,2,6,Центральное,На улицу,2.72,Косметический,40.5,25.1,5.3,Нагорная,on foot,9,11000000
260211418,ЮЗАО,Панельный,1973,4,12,Центральное,На улицу и двор,3.0,Косметический,44.3,30.0,6.0,Теплый Стан,on foot,13,11000000
258863023,НАО,Монолитный,2017,3,3,Индивидуальный тепловой пункт,На улицу и двор,3.0,Евроремонт,50.44,25.7,11.7,Рассказовка,transport,8,11000000
260525641,ЮВАО,Панельный,1977,4,6,Центральное,Во двор,3.0,Косметический,53.0,30.5,8.5,Люблино,on foot,10,11000000
258578251,ЗАО,Кирпичный,1974,4,4,Центральное,Во двор,2.64,Косметический,39.0,25.0,7.0,Кунцевская,on foot,20,11000000
257330968,ТАО (Троицкий),Монолитный,2004,1,2,Центральное,Во двор,3.0,Евроремонт,66.2,34.0,10.0,Теплый Стан,transport,20,11000000
260382444,СВАО,Панельный,1974,2,8,Центральное,Во двор,2.64,Евроремонт,44.5,28.0,6.0,Алтуфьево,on foot,10,11000000
260208304,ЮВАО,Панельный,2013,7,6,Центральное,На улицу и двор,2.64,Евроремонт,61.0,32.0,13.0,Некрасовка,on foot,6,11190000
257815482,СВАО,Монолитный,2021,11,4,Центральное,На улицу и двор,3.0,Без ремонта,68.0,17.0,10.4,Долгопрудная,transport,11,11260000
260261847,НАО,Монолитный,2016,1,7,Индивидуальный тепловой пункт,На улицу и двор,3.0,Евроремонт,50.0,30.5,12.0,Говорово,on foot,8,11250000
259121946,ЮВАО,Панельный,2016,5,3,Центральное,На улицу и двор,3.0,Косметический,58.0,42.0,9.0,Некрасовка,on foot,9,11200000
257939818,ЮВАО,Панельный,2013,7,6,Центральное,На улицу и двор,2.7,Евроремонт,64.5,33.3,13.0,Некрасовка,on foot,6,11200000
236954209,СВАО,Панельный,1977,1,1,Центральное,На улицу,3.0,Без ремонта,50.0,24.0,7.0,Отрадное,on foot,3,11200000
256067404,СЗАО,Панельный,1976,2,4,Центральное,На улицу и двор,2.6,Косметический,52.0,30.0,9.0,Сходненская,transport,3,11250000
260208709,САО,Блочный,1968,7,1,Центральное,Во двор,2.64,Евроремонт,38.0,23.5,5.6,Лихоборы,on foot,8,11399999
240683917,ВАО,Панельный,1981,9,1,Центральное,Во двор,2.55,Без ремонта,54.6,28.3,11.0,Бульвар Рокоссовского,transport,5,11350000
256817434,ЗАО,Панельный,1988,6,4,Центральное,На улицу,3.0,Косметический,54.0,32.2,9.2,Новопеределкино,on foot,9,11400000
260428413,НАО,Панельный,2010,12,3,Центральное,На улицу и двор,3.0,Косметический,53.0,32.3,9.7,Филатов Луг,transport,10,11300000
253406862,НАО,Монолитный,2020,7,9,Индивидуальный тепловой пункт,На улицу и двор,3.0,Евроремонт,47.0,28.7,14.2,Коммунарка,on foot,6,11300000
260152670,ВАО,Панельный,1960,5,3,Центральное,Во двор,3.0,Косметический,49.6,29.0,8.8,Преображенская площадь,on foot,15,11350000
259886823,СВАО,Панельный,1981,10,1,Центральное,Во двор,2.64,Евроремонт,53.0,32.0,9.0,Бабушкинская,transport,10,11500000
259420277,СВАО,Блочный,1975,15,1,Центральное,На улицу и двор,2.5,Косметический,57.7,35.2,11.2,Ростокино,transport,5,11500000
251991080,СВАО,Кирпичный,1972,11,1,Центральное,На улицу и двор,3.0,Дизайнерский,47.0,28.7,7.0,Бабушкинская,transport,3,11499000
260348317,САО,Монолитный,1994,26,4,Центральное,Во двор,3.2,Евроремонт,52.0,46.0,7.9,Бескудниково,on foot,12,11500000
258949331,ЮЗАО,Панельный,1961,5,4,Центральное,Во двор,2.6,Косметический,47.0,33.0,5.0,Новые Черемушки,on foot,4,11600000
260525270,НАО,Монолитный,1994,11,4,Центральное,На улицу и двор,3.0,Без ремонта,61.2,31.3,16.5,Ольховая,transport,4,12000000
256570142,НАО,Монолитный,2018,8,6,Центральное,На улицу и двор,3.0,Без ремонта,61.3,29.0,12.1,Прокшино,transport,7,11600000
250938333,НАО,Панельный,1994,6,4,Центральное,На улицу и двор,3.0,Без ремонта,57.0,34.8,9.9,Бунинская аллея,on foot,20,11750000
252629824,САО,Монолитный,2002,2,7,Центральное,На улицу и двор,3.0,Без ремонта,55.9,31.8,10.1,Селигерская,on foot,20,11690000
255985157,ЗАО,Кирпичный,1961,1,4,Центральное,На улицу и двор,2.6,Без ремонта,42.0,27.0,6.0,Фили,on foot,3,11700000
260284990,СВАО,Блочный,1970,8,1,Центральное,Во двор,2.64,Евроремонт,44.5,29.6,5.8,Свиблово,on foot,8,11700000
260130549,ЮВАО,Блочный,1974,3,4,Центральное,На улицу,2.5,Дизайнерский,48.9,33.8,7.0,Печатники,transport,5,11800000
255636650,СВАО,Панельный,1980,4,4,Центральное,На улицу и двор,2.65,Без ремонта,53.2,30.0,9.0,Ростокино,transport,15,11800000
238305611,ЮЗАО,Панельный,1978,1,12,Центральное,На улицу,2.64,Без ремонта,65.0,36.0,10.0,Ясенево,on foot,4,11800000
257773168,НАО,Монолитный,1994,3,4,Центральное,На улицу и двор,3.0,Без ремонта,66.0,30.0,20.0,Коммунарка,on foot,10,11800000
260302826,САО,Кирпичный,1965,4,4,Центральное,На улицу и двор,2.48,Косметический,41.0,25.0,6.0,Водный стадион,on foot,15,11700000
260455326,ЗАО,Панельный,1969,14,1,Центральное,На улицу,2.7,Евроремонт,39.0,23.0,8.0,Проспект Вернадского,on foot,5,11800000
258457898,СВАО,Монолитный,1994,6,4,Центральное,Во двор,3.0,Евроремонт,44.9,14.8,19.4,Отрадное,on foot,10,11900000
260403507,СВАО,Панельный,1975,4,6,Центральное,Во двор,2.65,Косметический,44.8,27.5,6.0,Отрадное,on foot,10,11990000
257848594,ЗАО,Панельный,1989,7,10,Центральное,На улицу и двор,3.0,Косметический,51.0,31.8,9.2,Новопеределкино,on foot,2,11800000
255780349,ВАО,Панельный,2005,14,5,Центральное,На улицу,2.74,Евроремонт,54.0,32.0,10.0,Лухмановская,on foot,6,11999999
260292250,ЮАО,Панельный,1994,5,4,Центральное,На улицу и двор,3.0,Без ремонта,37.0,26.6,5.0,Тульская,transport,4,11900000
260215363,НАО,Монолитный,1994,10,4,Центральное,На улицу и двор,2.8,Без ремонта,55.0,31.0,12.1,Коммунарка,on foot,10,11700000
260158530,ЮВАО,Кирпичный,1958,4,2,Центральное,На улицу и двор,3.2,Косметический,62.2,34.0,8.0,Перерва,on foot,26,12050000
259026634,СВАО,Панельный,1974,3,8,Центральное,На улицу и двор,3.0,Евроремонт,45.2,29.2,6.5,Алтуфьево,on foot,4,12100000
260321330,СВАО,Кирпичный,1989,12,7,Центральное,Во двор,3.0,Дизайнерский,41.0,27.0,10.0,Отрадное,on foot,17,12000000
250142710,ЮВАО,Монолитный,1996,8,5,Центральное,Во двор,3.0,Косметический,54.5,32.0,9.0,Юго-Восточная,transport,10,12000000
252773375,СЗАО,Панельный,1994,13,6,Центральное,Во двор,3.0,Косметический,54.0,32.3,9.2,Митино,on foot,1,12100000
247307388,СЗАО,Кирпичный,1994,1,4,Центральное,Во двор,3.1,Дизайнерский,52.0,30.0,10.0,Тушинская,transport,5,12000000
260414071,ВАО,Кирпичный,1962,2,2,Центральное,На улицу и двор,2.5,Евроремонт,44.0,29.0,4.9,Шоссе Энтузиастов,on foot,13,12000000
260383664,ЮЗАО,Блочный,1963,5,4,Центральное,Во двор,2.5,Косметический,45.0,30.0,5.5,Новые Черемушки,on foot,9,12000000
259870900,САО,Панельный,1967,5,1,Центральное,Во двор,2.64,Евроремонт,38.1,21.8,6.5,Улица Милашенкова,transport,6,12000000
260403571,ЮВАО,Панельный,1964,3,5,Центральное,Во двор,2.6,Евроремонт,44.9,28.5,5.4,Нижегородская,transport,6,12000000
259749407,ВАО,Панельный,1964,4,5,Центральное,Во двор,2.64,Евроремонт,45.3,27.6,6.9,Черкизовская,transport,4,12000000
260092097,СЗАО,Панельный,2019,14,7,Центральное,На улицу и двор,2.5,Евроремонт,60.0,29.0,13.9,Митино,transport,7,12200000
258432376,СВАО,Панельный,1978,1,4,Центральное,Во двор,2.64,Дизайнерский,50.0,31.0,6.7,Бабушкинская,on foot,11,12200000
260445291,СВАО,Блочный,1964,9,1,Центральное,На улицу и двор,3.0,Без ремонта,45.0,28.0,6.0,Бабушкинская,on foot,14,12200000
260154589,ЗАО,Панельный,1987,2,2,Центральное,Во двор,2.64,Косметический,58.5,34.0,10.5,Боровское шоссе,transport,3,12150000
257835316,СЗАО,Панельный,1974,1,3,Центральное,Во двор,2.64,Евроремонт,45.0,27.4,7.0,Народное ополчение,on foot,10,12300000
