id,district,housing_type,house_type,house_build_date,floor_number,total_area,living_area,kitchen_area,nearest_subway,subway_type,subway_time,price
244751183,СЗАО,Новостройка,Монолитный,2023,3,23.1,8.2,5.6,Шелепиха,on foot,7,12183634
250364684,ЦАО,Новостройка,Панельный,2022,4,35.7,20.0,8.1,Китай-город,on foot,2,35730000
240745065,ЦАО,Новостройка,Панельный,2018,8,43.2,22.3,9.8,Третьяковская,on foot,9,39687365
260485112,ЦАО,Новостройка,Панельный,2015,11,84.6,43.7,19.1,Выставочная,on foot,1,40632746
259898872,НАО,Новостройка,Монолитно-кирпичный,2022,3,35.4,10.4,8.0,Ольховая,transport,17,7209200
257602131,ЦАО,Новостройка,Монолитный,2022,10,49.9,27.2,8.1,Комсомольская,on foot,9,26109626
254955065,ЦАО,Новостройка,Монолитный,2019,6,75.6,39.0,17.1,Арбатская,on foot,9,60782537
247656735,ЮАО,Новостройка,Монолитный,2021,3,30.0,19.5,6.2,Шаболовская,on foot,15,14638971
259223317,САО,Новостройка,Монолитный,2022,5,48.2,24.9,10.9,Белорусская,on foot,4,27499979
256824215,ЮВАО,Новостройка,Монолитно-кирпичный,2024,15,38.6,15.4,14.8,Андроновка,transport,5,14763620
248608140,ЦАО,Новостройка,Панельный,2019,2,63.1,22.2,20.0,Киевская,on foot,13,50860000
251202694,СЗАО,Новостройка,Монолитный,2023,44,40.0,20.6,9.0,Трикотажная,on foot,16,13004668
258470638,ЗАО,Новостройка,Монолитный,2025,24,45.8,14.2,20.9,Мичуринский проспект,on foot,18,18282216
259423182,САО,Новостройка,Монолитный,2021,3,40.4,20.9,9.1,Аэропорт,on foot,12,19820057
254366119,ЦАО,Новостройка,Панельный,2016,9,64.9,19.5,27.0,Маяковская,on foot,7,39134700
258113404,ЮВАО,Новостройка,Монолитно-кирпичный,2024,2,22.7,11.7,5.1,Волгоградский проспект,on foot,8,6746894
236450753,НАО,Новостройка,Панельный,2021,11,38.0,19.6,8.6,Саларьево,transport,3,8000000
258580291,ВАО,Новостройка,Панельный,2023,22,25.24,13.5,5.5,Бульвар Рокоссовского,on foot,4,8495784
232916226,ЮВАО,Новостройка,Монолитный,2022,21,38.5,14.6,15.0,Стахановская,on foot,2,11231220
260543151,ЗАО,Новостройка,Панельный,2024,22,47.7,31.8,5.5,Минская,on foot,18,16367634
255919509,ЮЗАО,Новостройка,Монолитный,2020,6,49.82,13.6,21.3,Зюзино,on foot,0,18931600
259574946,ЗАО,Новостройка,Панельный,2019,8,49.9,13.6,16.7,Багратионовская,on foot,12,19211500
260044830,ЮЗАО,Новостройка,Монолитно-кирпичный,2020,16,64.4,25.7,15.9,Улица Новаторов,on foot,0,21821314
255074359,ЗАО,Новостройка,Монолитно-кирпичный,2024,7,56.9,14.4,20.0,Мичуринский проспект,on foot,12,37087590
245195272,ЦАО,Новостройка,Монолитный,2021,6,83.61,16.4,42.7,Улица 1905 года,on foot,12,62714571
260302133,ЮЗАО,Новостройка,Монолитный,2021,33,32.1,13.0,11.7,Улица Скобелевская,on foot,10,7643010
259108171,ЮВАО,Новостройка,Монолитный,2022,11,31.6,14.5,9.4,Текстильщики,on foot,19,8127520
244751183,СЗАО,Новостройка,Монолитный,2023,3,23.1,8.2,5.6,Шелепиха,on foot,7,12183634
250364684,ЦАО,Новостройка,Панельный,2022,4,35.7,20.0,8.1,Китай-город,on foot,2,35730000
240745065,ЦАО,Новостройка,Панельный,2018,8,43.2,22.3,9.8,Третьяковская,on foot,9,39687365
260485112,ЦАО,Новостройка,Панельный,2015,11,84.6,43.7,19.1,Выставочная,on foot,1,40632746
259898872,НАО,Новостройка,Монолитно-кирпичный,2022,3,35.4,10.4,8.0,Ольховая,transport,17,7209200
257602131,ЦАО,Новостройка,Монолитный,2022,10,49.9,27.2,8.1,Комсомольская,on foot,9,26109626
254955065,ЦАО,Новостройка,Монолитный,2019,6,75.6,39.0,17.1,Арбатская,on foot,9,60782537
247656735,ЮАО,Новостройка,Монолитный,2021,3,30.0,19.5,6.2,Шаболовская,on foot,15,14638971
259223317,САО,Новостройка,Монолитный,2022,5,48.2,24.9,10.9,Белорусская,on foot,4,27499979
256824215,ЮВАО,Новостройка,Монолитно-кирпичный,2024,15,38.6,15.4,14.8,Андроновка,transport,5,14763620
248608140,ЦАО,Новостройка,Панельный,2019,2,63.1,22.2,20.0,Киевская,on foot,13,50860000
251202694,СЗАО,Новостройка,Монолитный,2023,44,40.0,20.6,9.0,Трикотажная,on foot,16,13004668
258470638,ЗАО,Новостройка,Монолитный,2025,24,45.8,14.2,20.9,Мичуринский проспект,on foot,18,18282216
259423182,САО,Новостройка,Монолитный,2021,3,40.4,20.9,9.1,Аэропорт,on foot,12,19820057
254366119,ЦАО,Новостройка,Панельный,2016,9,64.9,19.5,27.0,Маяковская,on foot,7,39134700
258113404,ЮВАО,Новостройка,Монолитно-кирпичный,2024,2,22.7,11.7,5.1,Волгоградский проспект,on foot,8,6746894
236450753,НАО,Новостройка,Панельный,2021,11,38.0,19.6,8.6,Саларьево,transport,3,8000000
258580291,ВАО,Новостройка,Панельный,2023,22,25.24,13.5,5.5,Бульвар Рокоссовского,on foot,4,8495784
232916226,ЮВАО,Новостройка,Монолитный,2022,21,38.5,14.6,15.0,Стахановская,on foot,2,11231220
260543151,ЗАО,Новостройка,Панельный,2024,22,47.7,31.8,5.5,Минская,on foot,18,16367634
255919509,ЮЗАО,Новостройка,Монолитный,2020,6,49.82,13.6,21.3,Зюзино,on foot,0,18931600
259574946,ЗАО,Новостройка,Панельный,2019,8,49.9,13.6,16.7,Багратионовская,on foot,12,19211500
260044830,ЮЗАО,Новостройка,Монолитно-кирпичный,2020,16,64.4,25.7,15.9,Улица Новаторов,on foot,0,21821314
255074359,ЗАО,Новостройка,Монолитно-кирпичный,2024,7,56.9,14.4,20.0,Мичуринский проспект,on foot,12,37087590
245195272,ЦАО,Новостройка,Монолитный,2021,6,83.61,16.4,42.7,Улица 1905 года,on foot,12,62714571
260302133,ЮЗАО,Новостройка,Монолитный,2021,33,32.1,13.0,11.7,Улица Скобелевская,on foot,10,7643010
259108171,ЮВАО,Новостройка,Монолитный,2022,11,31.6,14.5,9.4,Текстильщики,on foot,19,8127520
259383190,СЗАО,Новостройка,Монолитный,2023,10,40.8,12.1,21.1,Стрешнево,on foot,4,8861760
257793434,НАО,Новостройка,Панельный,2023,12,43.0,14.0,9.7,Рассказовка,transport,1,9353277
257371509,ЮВАО,Новостройка,Панельный,2022,14,41.2,13.2,18.8,Перерва,transport,4,9616080
260114663,САО,Новостройка,Монолитный,2021,9,27.4,14.1,6.2,Селигерская,on foot,10,10001000
260333255,СВАО,Новостройка,Панельный,2023,11,37.5,11.1,17.7,Свиблово,on foot,10,10110000
259448148,СВАО,Новостройка,Панельный,2022,16,41.6,12.7,19.0,Владыкино,on foot,12,10237760
259447500,САО,Новостройка,Монолитный,2022,5,39.18,11.2,20.1,Улица 800-летия Москвы,on foot,0,10378782
253738551,САО,Новостройка,Панельный,2021,21,33.6,11.5,10.7,Селигерская,on foot,7,10442880
259448178,СВАО,Новостройка,Монолитный,2022,5,43.61,12.3,21.7,Савеловская,on foot,11,11774700
260182041,СЗАО,Новостройка,Монолитный,2023,4,40.5,11.7,21.0,Спартак,on foot,18,11846250
258816326,СВАО,Новостройка,Монолитный,2022,5,41.93,12.8,18.7,Ботанический сад,on foot,19,12906054
259516975,ЗАО,Новостройка,Монолитный,2023,11,42.9,12.2,21.2,Молодежная,on foot,9,13856700
260301926,ЗАО,Новостройка,Монолитный,2023,3,38.5,10.4,17.9,Фили,on foot,5,14460600
244791504,СВАО,Новостройка,Монолитный,2021,15,36.4,18.8,8.2,Алексеевская,on foot,4,16039224
260557272,ЗАО,Новостройка,Панельный,2021,19,37.75,24.0,8.5,Кунцевская,on foot,9,16406150
258643077,СЗАО,Новостройка,Панельный,2024,12,44.5,14.1,18.8,Мневники,on foot,0,17889000
247921508,ЮАО,Новостройка,Монолитный,2023,2,43.3,22.3,9.8,Павелецкая,on foot,15,18356602
260433916,ЗАО,Новостройка,Панельный,2022,11,42.9,16.6,14.7,Раменки,on foot,11,18268192
260539872,ЮАО,Новостройка,Панельный,2021,1,38.4,20.0,4.5,Шаболовская,on foot,10,18519271
258010692,ЦАО,Новостройка,Монолитный,2021,21,49.16,41.0,11.1,Выставочная,on foot,7,37900032
247590885,ЦАО,Новостройка,Монолитный,2021,3,48.57,25.1,7.8,Парк Культуры,on foot,10,41624490
254955016,ЦАО,Новостройка,Кирпичный,2019,2,78.2,40.4,17.7,Смоленская,on foot,6,60245280
260302159,НАО,Новостройка,Панельный,2023,1,35.6,10.3,18.1,Филатов Луг,transport,13,5681760
255056423,НАО,Новостройка,Панельный,2023,9,36.9,19.0,8.3,Ольховая,transport,9,5885550
258841794,ЮВАО,Новостройка,Монолитный,2022,2,35.6,17.8,8.8,Депо,on foot,19,6870800
260475535,СВАО,Новостройка,Панельный,2021,11,36.8,12.3,8.4,Свиблово,transport,6,6918400
255280267,НАО,Новостройка,Панельный,2022,9,33.8,9.8,16.8,Бунинская аллея,transport,5,7125040
258007350,НАО,Новостройка,Панельный,2023,4,40.0,20.6,9.0,Ольховая,transport,13,7200000
259695058,ЗАО,Новостройка,Панельный,2022,4,32.0,12.3,10.1,Строгино,transport,5,7459200
251838494,НАО,Новостройка,Панельный,2022,23,39.6,15.4,9.0,Филатов Луг,transport,5,7616751
259841904,СЗАО,Новостройка,Монолитный,2021,7,28.2,16.0,3.7,Тушинская,on foot,6,7676886
259921723,САО,Новостройка,Монолитный,2023,4,34.5,10.0,17.1,Ховрино,transport,4,7993650
251951518,ЮВАО,Новостройка,Монолитный,2022,2,25.32,13.4,2.8,Стахановская,on foot,1,8362209
253615782,ЮВАО,Новостройка,Панельный,2023,2,33.5,17.3,7.6,Нижегородская,on foot,14,8553294
256184996,НАО,Новостройка,Монолитно-кирпичный,2023,11,37.2,14.2,12.2,Прокшино,on foot,10,8610712
258408308,ЮВАО,Новостройка,Монолитный,2022,23,34.6,14.1,10.6,Нижегородская,on foot,10,8632700
257729940,СЗАО,Новостройка,Панельный,2022,2,40.85,15.8,11.8,Митино,transport,6,8895962
259311384,САО,Новостройка,Панельный,2023,9,31.9,12.2,10.1,Окружная,on foot,10,8970280
258263150,ВАО,Новостройка,Панельный,2022,7,39.9,14.1,15.1,Черкизовская,on foot,14,9240840
259293428,ЗАО,Новостройка,Монолитный,2022,2,40.1,20.7,9.1,Давыдково,on foot,0,9283150
260302101,ЮВАО,Новостройка,Монолитный,2022,13,43.6,13.5,20.4,Окская,on foot,7,9369640
259655479,ЗАО,Новостройка,Монолитный,2023,6,36.5,10.7,18.2,Озерная,on foot,8,9767400
256190443,НАО,Новостройка,Монолитно-кирпичный,2022,2,43.6,18.3,13.3,Прокшино,transport,8,9824432
259921732,СВАО,Новостройка,Панельный,2022,14,42.0,19.7,12.7,Медведково,transport,5,9773400
259013461,ЗАО,Новостройка,Монолитный,2022,20,27.37,14.1,6.2,Аминьевское шоссе,on foot,0,9853200
257441992,СВАО,Новостройка,Монолитно-кирпичный,2021,2,39.0,18.2,10.6,Выставочный центр,transport,6,10184148
260136635,ЮЗАО,Новостройка,Монолитный,2023,13,30.6,15.8,6.9,Воронцовская,on foot,0,10452960
260301973,САО,Новостройка,Монолитный,2023,7,36.4,16.0,10.2,Водный стадион,on foot,9,10752560
255996395,САО,Новостройка,Панельный,2022,11,34.62,12.5,14.7,Селигерская,on foot,13,11182260
259311388,ЮВАО,Новостройка,Монолитный,2023,4,39.3,12.3,19.1,Авиамоторная,on foot,14,11224080
258199997,СВАО,Новостройка,Монолитный,2020,14,39.8,12.9,16.4,Бабушкинская,on foot,18,11255440
260302281,СВАО,Новостройка,Монолитный,2023,13,39.3,11.7,19.1,Бутырская,on foot,7,11400930
259516945,ЗАО,Новостройка,Монолитный,2022,3,40.9,10.5,20.8,Аминьевское шоссе,on foot,0,11550160
225975497,ВАО,Новостройка,Монолитный,2021,23,40.2,20.7,9.1,Бульвар Рокоссовского,on foot,17,11601720
259717215,ЮАО,Новостройка,Монолитный,2023,16,41.8,10.7,21.1,Коломенская,on foot,16,11578600
260244386,ВАО,Новостройка,Монолитный,2022,4,42.3,20.1,12.4,Бульвар Рокоссовского,on foot,17,11831310
257998020,СЗАО,Новостройка,Панельный,2022,6,40.2,12.4,13.6,Народное ополчение,on foot,11,12100200
255165792,СЗАО,Новостройка,Монолитно-кирпичный,2023,2,39.42,11.9,14.8,Тушинская,transport,6,12752370
253305521,ВАО,Новостройка,Монолитно-кирпичный,2022,10,41.17,15.6,15.6,Рижская,on foot,17,12976413
260478209,ЮАО,Новостройка,Монолитно-кирпичный,2024,2,41.3,15.1,13.8,ЗИЛ,on foot,15,13258291
257489279,ЮЗАО,Новостройка,Панельный,2023,2,37.7,10.6,19.3,Воронцовская,on foot,0,13692640
259767680,СВАО,Новостройка,Панельный,2023,24,23.75,12.3,5.4,Телецентр,on foot,12,13860000
259897553,ЮАО,Новостройка,Панельный,2023,15,41.49,14.0,12.9,Нагорная,on foot,4,13972885
258098323,ЮАО,Новостройка,Монолитно-кирпичный,2024,3,45.4,19.2,9.6,Кленовый бульвар,on foot,0,14091025
260244279,ЮВАО,Новостройка,Монолитный,2021,10,43.1,12.3,18.8,Авиамоторная,on foot,7,14136800
257998171,СЗАО,Новостройка,Монолитный,2021,5,42.2,17.7,15.5,Народное ополчение,on foot,8,14516800
259282445,ЮВАО,Новостройка,Монолитный,2021,6,42.1,17.4,7.3,Дубровка,on foot,3,14945500
253902014,ВАО,Новостройка,Монолитный,2020,8,38.9,11.6,18.7,Измайловская,on foot,20,14805340
258893618,ЗАО,Новостройка,Панельный,2021,22,40.4,14.3,15.1,Молодежная,on foot,6,15028800
256304748,САО,Новостройка,Монолитный,2022,13,37.77,19.5,8.5,Полежаевская,on foot,13,15511100
258031675,ЮАО,Новостройка,Монолитный,2021,17,39.3,20.0,12.7,Технопарк,on foot,10,15385950
259925912,СВАО,Новостройка,Панельный,2023,11,43.7,22.6,9.9,Ботанический сад,on foot,9,15299370
259695132,ЗАО,Новостройка,Монолитный,2024,13,42.6,13.5,20.6,Багратионовская,on foot,7,16865340
256181799,СВАО,Новостройка,Монолитный,2019,7,85.2,44.0,19.3,Ботанический сад,on foot,9,17363760
257997489,ЮАО,Новостройка,Монолитный,2021,3,46.54,17.2,12.8,Дубровка,transport,3,17735863
259785157,САО,Новостройка,Монолитно-кирпичный,2022,8,37.3,16.2,9.4,Зорге,on foot,16,18112880
260169742,СЗАО,Новостройка,Монолитный,2020,3,46.9,15.2,18.9,Октябрьское поле,transport,4,19026921
259841861,СЗАО,Новостройка,Монолитный,2023,10,37.5,14.6,10.7,Хорошево,on foot,20,18907500
253691156,ЦАО,Новостройка,Панельный,2022,2,40.8,21.1,9.2,Курская,on foot,6,19095980
258157434,ЮАО,Новостройка,Монолитный,2023,2,48.97,18.0,18.0,Автозаводская,on foot,12,19312476
256124303,ЦАО,Новостройка,Панельный,2021,15,45.2,40.2,10.2,Лефортово,on foot,14,19752400
258534532,ЮЗАО,Новостройка,Монолитный,2023,3,56.0,22.3,16.7,Калужская,on foot,11,20003200
254405749,ЦАО,Новостройка,Монолитный,2021,15,41.0,21.2,9.3,Чкаловская,on foot,2,21610000
259895855,ЗАО,Новостройка,Монолитно-кирпичный,2021,33,56.03,28.9,12.7,Аминьевское шоссе,on foot,0,22402563
257737217,ЗАО,Новостройка,Панельный,2021,13,46.3,23.9,10.5,Давыдково,on foot,0,22853680
248589046,ЦАО,Новостройка,Монолитный,2021,3,59.3,30.6,13.4,Бауманская,on foot,2,24306299
247916874,САО,Новостройка,Панельный,2017,12,81.6,20.8,12.1,Тимирязевская,on foot,5,28708430
229741105,ЦАО,Новостройка,Монолитный,2020,58,45.4,23.4,10.3,Выставочная,on foot,3,30009400
257315509,ЮАО,Новостройка,Панельный,2016,7,94.2,48.6,21.3,Тульская,transport,5,30000000
260461037,ЦАО,Новостройка,Монолитный,2021,2,62.8,32.4,14.2,Китай-город,on foot,12,37795050
259383646,ЦАО,Новостройка,Панельный,2020,12,58.6,53.3,13.3,Арбатская,on foot,9,39848000
250445582,ЗАО,Новостройка,Монолитно-кирпичный,2021,2,104.51,53.9,23.6,Ломоносовский проспект,on foot,7,45646573
240181781,ЦАО,Новостройка,Панельный,2013,6,62.6,18.0,22.0,Смоленская,on foot,8,46402753
248918239,ЦАО,Новостройка,Монолитный,2022,2,67.15,16.5,23.5,Улица 1905 года,on foot,6,48045825
250132894,ЦАО,Новостройка,Панельный,2017,3,66.1,34.1,15.0,Арбатская,on foot,5,49575000
255823288,ЦАО,Новостройка,Монолитный,2021,5,65.0,33.6,14.7,Китай-город,on foot,12,49860000
255823321,ЦАО,Новостройка,Панельный,2022,4,63.0,32.5,14.2,Полянка,on foot,4,71020000
259908469,НАО,Новостройка,Панельный,2022,9,32.4,9.3,16.0,Бульвар Адмирала Ушакова,transport,5,7700000
257851093,НАО,Новостройка,Панельный,2021,4,38.0,16.9,10.1,Улица Горчакова,transport,5,8800000
258177034,НАО,Новостройка,Панельный,2021,5,38.0,16.9,11.8,Улица Горчакова,transport,5,9000000
258635616,НАО,Новостройка,Панельный,2021,11,34.3,12.1,12.1,Бульвар Адмирала Ушакова,transport,6,9000000
251942225,СВАО,Новостройка,Панельный,2021,9,20.39,9.8,5.1,Савеловская,on foot,13,9200000
254424655,ЮВАО,Новостройка,Панельный,2021,5,35.7,10.1,17.0,Братиславская,transport,4,9300000
259748200,ЮВАО,Новостройка,Панельный,2021,3,35.7,10.1,17.0,Братиславская,transport,4,9700000
250204198,ЮЗАО,Новостройка,Панельный,2021,20,40.1,11.7,19.0,Улица Скобелевская,on foot,10,9700000
258578142,ЗАО,Новостройка,Панельный,2021,15,35.7,10.1,17.0,Строгино,transport,5,9800000
254620162,ЗАО,Новостройка,Панельный,2021,12,38.0,19.6,8.6,Солнцево,on foot,8,9800000
257056669,НАО,Новостройка,Панельный,2022,5,41.7,19.1,13.4,Филатов Луг,transport,4,9800000
259086808,НАО,Новостройка,Панельный,2023,11,37.7,14.7,11.1,Саларьево,transport,5,9800000
258083748,СВАО,Новостройка,Панельный,2022,31,42.2,19.7,12.8,Бабушкинская,transport,5,10000000
256014984,ЮВАО,Новостройка,Панельный,2021,20,36.9,13.1,12.6,Окская,on foot,5,10200000
258583947,ЗАО,Новостройка,Панельный,2021,4,35.7,10.7,16.9,Строгино,transport,5,10300000
259368363,ЗАО,Новостройка,Панельный,2021,7,35.7,10.1,17.0,Строгино,transport,5,10300000
256901148,ВАО,Новостройка,Панельный,2021,7,38.5,12.7,15.9,Бульвар Рокоссовского,transport,4,10300000
254633926,ЮВАО,Новостройка,Панельный,2023,19,43.7,12.7,19.7,Окская,on foot,10,10300000
256364915,СВАО,Новостройка,Панельный,2022,30,42.6,20.1,12.4,Медведково,transport,4,10400000
257337163,СВАО,Новостройка,Панельный,2023,10,37.6,11.2,17.8,Ботанический сад,transport,2,10500000
258095185,САО,Новостройка,Панельный,2021,8,37.9,11.3,18.7,Улица 800-летия Москвы,on foot,0,10500000
259369406,ЗАО,Новостройка,Панельный,2021,9,35.7,10.7,16.9,Строгино,transport,5,10600000
257355382,ЮВАО,Новостройка,Панельный,2022,6,43.6,12.7,19.5,Перово,transport,5,10600000
254625761,ЗАО,Новостройка,Панельный,2023,5,38.4,10.6,18.5,Озерная,on foot,5,10600000
256420384,ЮВАО,Новостройка,Панельный,2021,30,37.0,13.2,12.6,Перово,transport,5,10800000
257816574,ЗАО,Новостройка,Панельный,2023,15,36.5,10.7,18.2,Озерная,on foot,5,10900000
256215443,САО,Новостройка,Панельный,2023,12,37.6,11.1,18.7,Водный стадион,on foot,5,11000000
257114315,САО,Новостройка,Панельный,2022,11,35.7,10.1,17.0,Верхние Лихоборы,transport,2,11000000
257673426,САО,Новостройка,Панельный,2021,7,35.7,10.0,17.0,Верхние Лихоборы,transport,2,11000000
254465710,САО,Новостройка,Панельный,2021,4,33.7,12.7,12.9,Беломорская,transport,3,11300000
257379909,САО,Новостройка,Панельный,2021,16,43.6,16.0,17.4,Улица 800-летия Москвы,on foot,0,12000000
257116388,ЗАО,Новостройка,Панельный,2023,17,41.1,10.5,21.0,Мичуринский проспект,on foot,19,12100000
255264491,ЮВАО,Новостройка,Панельный,2021,9,43.4,13.2,21.7,Перово,transport,5,12000000
259396078,САО,Новостройка,Панельный,2021,10,42.1,15.2,16.0,Верхние Лихоборы,transport,2,12200000
257111420,СЗАО,Новостройка,Панельный,2022,6,40.3,10.5,19.8,Тушинская,transport,6,12200000
260046346,ЮВАО,Новостройка,Панельный,2021,5,44.6,12.2,22.3,Братиславская,transport,4,12300000
257669452,ВАО,Новостройка,Панельный,2022,14,40.1,12.5,17.9,Семеновская,transport,5,12300000
260047631,ЮВАО,Новостройка,Панельный,2021,10,41.4,12.2,20.1,Перово,transport,5,12400000
259328050,СЗАО,Новостройка,Панельный,2022,2,34.5,10.4,15.3,Тушинская,transport,6,12500000
258506906,ЮВАО,Новостройка,Панельный,2021,2,43.2,13.2,20.1,Перово,transport,5,12500000
255571461,ЮАО,Новостройка,Панельный,2021,15,41.8,14.2,16.6,Каширская,transport,6,12500000
258508692,СЗАО,Новостройка,Панельный,2022,12,41.8,15.5,16.8,Тушинская,transport,6,13100000
257849812,СВАО,Новостройка,Панельный,2023,4,45.0,13.2,21.2,Ботанический сад,transport,2,13300000
256899747,СВАО,Новостройка,Панельный,2021,12,43.1,15.5,16.3,Дмитровская,transport,6,13500000
257381794,ЮВАО,Новостройка,Панельный,2021,20,53.7,13.3,20.3,Стахановская,transport,4,14500000
259456298,СВАО,Новостройка,Панельный,2021,14,45.98,13.4,21.5,Маяковская,transport,5,16600000
259182051,ЦАО,Новостройка,Панельный,2020,11,46.3,18.0,14.0,Улица 1905 года,on foot,15,21200000
257793441,НАО,Новостройка,Панельный,2023,4,27.6,18.3,6.2,Рассказовка,transport,1,6621350
260137946,ЮВАО,Новостройка,Панельный,2022,5,25.5,13.2,5.8,Волгоградский проспект,on foot,10,7725000
256815779,НАО,Новостройка,Панельный,2022,14,34.08,11.0,12.0,Рассказовка,on foot,5,8151220
258072166,ЮВАО,Новостройка,Монолитный,2023,4,34.6,14.1,10.6,Нижегородская,on foot,10,8324760
257819178,ЗАО,Новостройка,Панельный,2022,5,37.4,10.1,18.2,Строгино,transport,5,8415000
253741789,СВАО,Новостройка,Панельный,2023,29,42.1,19.7,12.6,Медведково,on foot,20,8933620
259138200,ЮВАО,Новостройка,Монолитный,2023,13,36.0,10.5,18.2,Новохохловская,on foot,10,9090000
257793499,НАО,Новостройка,Панельный,2023,4,44.1,14.1,10.0,Рассказовка,transport,1,9135016
253736778,СВАО,Новостройка,Панельный,2022,2,41.1,14.9,15.6,Владыкино,on foot,12,9695490
253736829,СВАО,Новостройка,Панельный,2022,9,41.6,12.7,19.0,Владыкино,on foot,10,9967360
253736896,СВАО,Новостройка,Панельный,2022,32,41.1,14.9,15.6,Владыкино,on foot,10,10168140
259108354,ЮЗАО,Новостройка,Монолитный,2021,5,41.5,20.2,11.3,Улица Скобелевская,on foot,10,10271250
260438227,СЗАО,Новостройка,Монолитный,2023,17,17.3,7.4,4.7,Шелепиха,on foot,7,11008804
256081888,ЗАО,Новостройка,Монолитный,2021,22,38.9,20.1,8.8,Новопеределкино,on foot,9,11333671
253739769,ЮАО,Новостройка,Монолитный,2023,19,39.9,11.8,18.9,Коломенская,on foot,16,11610900
251202457,СЗАО,Новостройка,Монолитный,2023,6,39.7,20.5,9.0,Трикотажная,on foot,5,12086496
250549086,СВАО,Новостройка,Монолитный,2020,20,42.2,13.2,17.3,Бабушкинская,transport,3,12444780
258816322,СВАО,Новостройка,Монолитный,2022,5,40.29,11.8,19.4,Ботанический сад,on foot,19,12804162
253741362,СЗАО,Новостройка,Монолитный,2022,22,40.1,11.4,18.3,Спартак,on foot,18,13036510
251262642,СВАО,Новостройка,Панельный,2023,3,42.8,16.0,16.4,Ботанический сад,on foot,9,14556280
260091864,ЦАО,Новостройка,Панельный,2022,4,40.7,21.0,9.2,Шелепиха,on foot,14,15700000
257773016,СВАО,Новостройка,Панельный,2023,9,45.0,22.3,14.0,Ботанический сад,on foot,9,16393500
258202304,СЗАО,Новостройка,Монолитный,2023,21,33.2,15.3,11.0,Шелепиха,on foot,7,17005742
257997687,ЮАО,Новостройка,Монолитный,2021,14,39.47,16.1,11.2,Автозаводская,on foot,19,17210733
255885368,СВАО,Новостройка,Панельный,2023,14,36.56,18.9,8.3,Телецентр,on foot,12,17580000
259896956,ЮАО,Новостройка,Монолитный,2021,4,42.86,17.2,12.6,Дубровка,transport,3,18207743
259027770,ЮАО,Новостройка,Монолитный,2023,2,46.33,16.2,15.8,Автозаводская,on foot,12,18572491
260434135,ЗАО,Новостройка,Панельный,2022,15,40.6,16.6,10.9,Раменки,on foot,11,19188940
259574948,ЗАО,Новостройка,Панельный,2019,12,48.8,14.5,17.0,Багратионовская,on foot,12,19520000
247917945,ЮАО,Новостройка,Монолитный,2023,13,46.1,23.8,10.4,Серпуховская,on foot,16,20432442
259898079,СВАО,Новостройка,Монолитный,2019,16,54.6,28.2,12.3,Ботанический сад,on foot,10,20005440
250731000,ЗАО,Новостройка,Монолитный,2020,2,47.6,24.6,10.8,Фили,on foot,20,22514800
259210762,САО,Новостройка,Монолитный,2022,7,38.7,20.0,8.8,Белорусская,on foot,9,27499987
245292303,ЗАО,Новостройка,Панельный,2020,5,46.4,23.9,10.5,Выставочная,on foot,14,32248000
259859070,НАО,Новостройка,Монолитно-кирпичный,2022,8,22.5,10.9,3.5,Прокшино,transport,8,5513378
251837263,ЮВАО,Новостройка,Монолитный,2023,16,26.4,15.9,6.0,Некрасовка,on foot,16,6695303
251838492,НАО,Новостройка,Панельный,2022,22,31.6,21.3,7.1,Филатов Луг,transport,5,6700000
258408413,ЮВАО,Новостройка,Панельный,2023,1,33.4,15.3,10.4,Братиславская,transport,5,7558420
253739087,НАО,Новостройка,Панельный,2022,7,42.9,15.9,16.6,Бунинская аллея,transport,5,8108100
258893072,НАО,Новостройка,Панельный,2022,3,41.0,11.5,20.5,Бунинская аллея,transport,5,8409100
258893072,НАО,Новостройка,Панельный,2022,3,41.0,11.5,20.5,Бунинская аллея,transport,5,8409100
256191441,НАО,Новостройка,Монолитно-кирпичный,2022,2,38.8,13.7,13.1,Прокшино,transport,8,8837163
256190072,НАО,Новостройка,Монолитно-кирпичный,2021,14,37.5,16.7,12.7,Улица Горчакова,transport,7,9062910
256190356,НАО,Новостройка,Монолитно-кирпичный,2022,5,46.9,15.8,17.4,Прокшино,transport,8,10470295
253741478,САО,Новостройка,Монолитный,2023,20,38.2,11.3,19.0,Водный стадион,on foot,5,11769420
258580450,ВАО,Новостройка,Панельный,2023,20,34.18,12.0,13.9,Бульвар Рокоссовского,on foot,4,11878900
251951633,ЮВАО,Новостройка,Монолитный,2022,10,38.77,13.3,15.2,Стахановская,on foot,1,12237751
260115832,САО,Новостройка,Монолитный,2023,2,36.84,19.0,8.3,Зорге,on foot,15,14596400
257998014,СЗАО,Новостройка,Панельный,2022,4,50.5,16.1,17.2,Народное ополчение,on foot,11,14998500
259801885,САО,Новостройка,Панельный,2022,8,38.7,17.0,10.3,Зорге,transport,5,15460000
258010932,СВАО,Новостройка,Панельный,2023,14,35.5,18.3,8.0,Телецентр,on foot,8,16700000
243291750,ЦАО,Новостройка,Монолитно-кирпичный,2024,28,45.13,14.9,16.7,Шелепиха,on foot,6,18309241
258643104,СЗАО,Новостройка,Панельный,2024,19,46.0,14.9,18.8,Мневники,on foot,0,18616200
