id,Город,Округ,Район,Улица,Дом,Общая,Жилая,Кухня,Этаж,Построен,Срок сдачи,Тип жилья,Высота потолков,Санузел,Ванная комната,Балкон/лоджия,Ремонт,Вид из окон,Площадь комнат,Отделка,Год постройки,Тип дома,Тип перекрытий,Подъезды,Лифты,Отопление,Аварийность,Парковка,Мусоропровод,Газоснабжение,Сдача комплекса,Застройщик,Класс,Кол-во корпусов,Ближайшее метро,Время до ближайшего метро,Цена
250126918,Москва,ЗАО,р-н Кунцево,Истринская ул.,8к3,131 м²,96 м²,16 м²,20 из 22,2006,,Вторичка,,2 совмещенных,,,Дизайнерский,На улицу,,,2012,Монолитный,Железобетонные,12,"1 пасс., 1 груз.",Центральное,Нет,,,,,,,,Кунцевская, ⋅  14 мин. пешком,34 000 000 ₽
250068654,Москва,ЗАО,р-н Филевский парк,Береговой проезд,5к2,61 м²,35 м²,12 м²,10 из 21,2016,,Вторичка Апартаменты,3 м,2 совмещенных,,1 балкон,Без ремонта,Во двор,,,2015,Монолитный,,,"2 пасс., 2 груз.",,Нет,Подземная,,,,,,,Шелепиха, ⋅  13 мин. пешком,18 350 000 ₽
254307118,Москва,СЗАО,р-н Щукино,Авиационная ул.,77,95 м²,,,28 из 34,2008,,Вторичка,,2 совмещенных,,1 балкон,Без ремонта,Во двор,,,2008,Монолитный,Железобетонные,1,4 пасс.,Центральное,Нет,,Есть,,,,,,Щукинская, ⋅  11 мин. пешком,36 500 000 ₽
257283606,Москва,ЦАО,р-н Басманный,пер. Гусятников,9,57 м²,"42,1 м²","5,6 м²",1 из 9,1964,,Вторичка,"2,5 м",1 совмещенный,,,Косметический,На улицу и двор,,,1964,Кирпичный,Железобетонные,2,Есть,Центральное,Нет,Наземная,Есть,,,,,,Чистые пруды, ⋅  4 мин. пешком,24 000 000 ₽
259756927,Москва,ЮВАО,р-н Лефортово,проезд Невельского,3к1,"101,1 м²",,,3 из 16,2019,,Вторичка,,"1 совмещенный, 1 раздельный",,1 лоджия,Без ремонта,На улицу и двор,,,2019,Монолитный,Железобетонные,5,14 всего,Центральное,Нет,,Есть,,,,,,Площадь Ильича, ⋅  4 мин. на транспорте,29 000 000 ₽
250457738,Москва,ЮВАО,р-н Лефортово,проезд Невельского,3к1,80 м²,43 м²,9 м²,10 из 16,2019,,Вторичка,,,,,Без ремонта,Во двор,,,2019,Монолитный,Железобетонные,5,14 всего,Центральное,Нет,,,,,,,,Авиамоторная, ⋅  19 мин. пешком,21 900 000 ₽
260395580,Москва,ЗАО,р-н Солнцево,Производственная ул.,8к2,"86,1 м²","47,5 м²",15 м²,10 из 22,,,Вторичка,"2,7 м",2 совмещенных,,1 лоджия,Дизайнерский,На улицу,,,,Монолитный,,,"1 пасс., 1 груз.",,,,,,,,,,Солнцево, ⋅  5 мин. пешком,23 900 000 ₽
260091938,Москва,СЗАО,р-н Хорошево-Мневники,Карамышевская наб.,12к1,72 м²,,,4 из 16,,,Вторичка,,2 совмещенных,,,Дизайнерский,На улицу и двор,,,2009,,Железобетонные,3,"1 пасс., 1 груз.",Центральное,Нет,Наземная,,Центральное,,,,,Улица Народного Ополчения, откроется в 2020,23 300 000 ₽
256633388,Москва,САО,р-н Сокол,Волоколамское ш.,13,"72,9 м²","51,1 м²","7,8 м²",5 из 9,1957,,Вторичка,3 м,1 совмещенный,,,Дизайнерский,На улицу и двор,,,1957,Кирпичный,Железобетонные,7,2 пасс.,Центральное,Нет,Наземная,Нет,Центральное,,,,,Стрешнево, ⋅  9 мин. пешком,24 000 000 ₽
257958192,Москва,ЮАО,р-н Даниловский,3-й Павелецкий проезд,3,"72,5 м²",,,4 из 12,2018,,Вторичка Апартаменты,,2 совмещенных,,1 балкон,Дизайнерский,На улицу и двор,,,2018,Монолитный,,,Есть,,Нет,,,,,,,,Тульская, ⋅  5 мин. на транспорте,30 000 000 ₽
236454174,Москва,ЦАО,р-н Пресненский,Шмитовский проезд,39к2,83 м²,48 м²,10 м²,24 из 30,,,Вторичка,,,,,Без ремонта,Во двор,,,,Монолитный,,,,,,,,,,,,,Шелепиха, ⋅  4 мин. пешком,32 500 000 ₽
260477086,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к2,"93,7 м²",51 м²,"13,1 м²",19 из 23,,,Вторичка,"2,9 м",2 совмещенных,,1 балкон,Без ремонта,На улицу,,,2017,Монолитный,Железобетонные,1,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,21 253 000 ₽
260477092,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к6,"103,4 м²","52,4 м²","18,5 м²",8 из 23,,,Вторичка,"2,9 м",2 совмещенных,,2 балкона,Без ремонта,Во двор,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,22 818 000 ₽
260477089,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к6,"96,6 м²","55,7 м²","14,8 м²",18 из 23,,,Вторичка,"2,9 м",2 совмещенных,,1 лоджия,Без ремонта,Во двор,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,22 637 000 ₽
260477099,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к6,"103,1 м²","52,4 м²","18,5 м²",21 из 23,,,Вторичка,"2,9 м",2 совмещенных,,2 балкона,Без ремонта,Во двор,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,22 751 000 ₽
260040122,Москва,САО,р-н Хорошевский,Хорошевское ш.,25Ак3,102 м²,54 м²,20 м²,5 из 24,,,Вторичка,,2 совмещенных,,1 лоджия,Без ремонта,На улицу и двор,,,2020,,Железобетонные,7,"2 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Хорошево, ⋅  13 мин. пешком,39 000 000 ₽
254151102,Москва,СЗАО,р-н Хорошево-Мневники,Шелепихинская наб.,34к3,104 м²,"57,5 м²","12,3 м²",34 из 36,,,Вторичка,,3 совмещенных,,,Без ремонта,,,,2020,Монолитный,Железобетонные,4,24 всего,Индивидуальный тепловой пункт,Нет,Многоуровневая,,,,,,,Шелепиха, ⋅  18 мин. пешком,36 000 000 ₽
236713332,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к2,94 м²,51 м²,"13,3 м²",12 из 23,,,Вторичка,3 м,2 совмещенных,,2 балкона,Без ремонта,,,,2017,Монолитный,Железобетонные,1,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  5 мин. на транспорте,21 320 575 ₽
256008582,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к2,"94,1 м²",51 м²,"13,3 м²",13 из 23,,,Вторичка,3 м,2 совмещенных,,2 балкона,Без ремонта,,,,2017,Монолитный,Железобетонные,1,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  5 мин. на транспорте,21 344 000 ₽
260419917,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к2,"93,9 м²",51 м²,"13,1 м²",18 из 23,,,Вторичка,"2,9 м",2 совмещенных,,1 балкон,Без ремонта,На улицу,,,2017,Монолитный,Железобетонные,1,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,21 298 000 ₽
260419928,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к7,"102,9 м²","52,4 м²","18,5 м²",12 из 23,,,Вторичка,"2,9 м",2 совмещенных,,1 лоджия,Без ремонта,Во двор,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,22 707 000 ₽
255936660,Москва,ЦАО,р-н Пресненский,Шмитовский проезд,39к1,84 м²,50 м²,10 м²,5 из 14,,,Вторичка,,2 совмещенных,,1 балкон,Без ремонта,На улицу и двор,,,,Монолитный,,,"1 пасс., 1 груз.",,,,,,,,,,Шелепиха, ⋅  4 мин. пешком,27 800 000 ₽
260419925,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к6,"103,4 м²","52,4 м²","18,5 м²",13 из 23,,,Вторичка,"2,9 м",2 совмещенных,,1 лоджия,Без ремонта,Во двор,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,22 699 000 ₽
260419918,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к6,"96,7 м²","55,7 м²","14,8 м²",8 из 23,,,Вторичка,"2,9 м",2 совмещенных,,2 лоджии,Без ремонта,Во двор,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,22 660 000 ₽
260415261,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к7,"103,6 м²","52,4 м²","18,5 м²",18 из 23,,,Вторичка,"2,9 м",2 совмещенных,,2 балкона,Без ремонта,Во двор,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,22 862 000 ₽
260419921,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к7,"103,5 м²","52,4 м²","18,5 м²",8 из 23,,,Вторичка,"2,9 м",2 совмещенных,,1 лоджия,Без ремонта,Во двор,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,22 840 000 ₽
260098685,Москва,ВАО,р-н Метрогородок,Тагильская ул.,4А,"80,4 м²","44,5 м²","14,3 м²",19 из 24,,,Вторичка,"2,8 м",2 совмещенных,,1 лоджия,Евроремонт,Во двор,,,,Монолитный,,,"1 пасс., 1 груз.",,,,,,,,,,Бульвар Рокоссовского, ⋅  15 мин. пешком,20 400 000 ₽
259532985,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к2,"94,1 м²","51,1 м²","13,2 м²",13 из 23,,,Вторичка,"2,9 м",2 совмещенных,,1 лоджия,Без ремонта,На улицу,,,2017,Монолитный,Железобетонные,1,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  7 мин. на транспорте,21 344 000 ₽
257581296,Москва,ЮЗАО,р-н Обручевский,Ленинский просп.,111к1,120 м²,85 м²,20 м²,20 из 36,2010,,Вторичка,,,,,Без ремонта,На улицу и двор,,,2010,Монолитный,Железобетонные,4,15 всего,Центральное,Нет,Подземная,,,,,,,Проспект Вернадского, ⋅  20 мин. пешком,34 990 000 ₽
256008581,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к2,"93,7 м²",51 м²,"13,3 м²",19 из 23,,,Вторичка,3 м,2 совмещенных,,2 балкона,Без ремонта,,,,2017,Монолитный,Железобетонные,1,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  5 мин. на транспорте,21 253 000 ₽
260085036,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к7,"103,8 м²","52,4 м²","18,5 м²",18 из 24,,,Вторичка,3 м,2 совмещенных,,2 балкона,Без ремонта,,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  5 мин. на транспорте,22 906 000 ₽
260085022,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к7,"95,3 м²","55,6 м²","14,7 м²",23 из 23,,,Вторичка,3 м,2 совмещенных,,2 балкона,Без ремонта,,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  5 мин. на транспорте,22 332 000 ₽
260085045,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к7,"96,7 м²","55,6 м²","14,7 м²",22 из 24,,,Вторичка,3 м,2 совмещенных,,3 балкона,Без ремонта,,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  5 мин. на транспорте,22 463 000 ₽
260085048,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к7,"102,9 м²","52,4 м²","18,5 м²",12 из 24,,,Вторичка,3 м,2 совмещенных,,2 балкона,Без ремонта,,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  5 мин. на транспорте,22 707 000 ₽
260085030,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к7,"103,5 м²","52,4 м²","18,5 м²",8 из 24,,,Вторичка,3 м,2 совмещенных,,1 балкон,Без ремонта,,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  5 мин. на транспорте,22 840 000 ₽
254158646,Москва,САО,р-н Головинский,Ленинградское ш.,58С24,"84,8 м²","52,4 м²","12,5 м²",12 из 29,,,Вторичка,,1 совмещенный,,,Без ремонта,Во двор,,,,Монолитный,,,"1 пасс., 1 груз.",,,,,,,,,,Водный стадион, ⋅  4 мин. пешком,23 300 000 ₽
260085028,Москва,ЗАО,р-н Крылатское,Рублевское ш.,70к6,"96,7 м²","55,6 м²","14,7 м²",8 из 23,,,Вторичка,3 м,2 совмещенных,,3 балкона,Без ремонта,,,,2017,Монолитный,Железобетонные,3,"1 пасс., 1 груз.",Индивидуальный тепловой пункт,Нет,,,,,,,,Крылатское, ⋅  5 мин. на транспорте,22 660 000 ₽
259084859,Москва,ЗАО,р-н Филевский парк,Береговой проезд,1А,"89,6 м²","53,8 м²","15,1 м²",15 из 28,2020,,Вторичка,3 м,2 совмещенных,,1 лоджия,Косметический,,,,,Монолитный,,,"2 пасс., 2 груз.",,,Подземная,,,,,,,Фили, ⋅  15 мин. пешком,39 500 000 ₽
259084861,Москва,ЗАО,р-н Филевский парк,Береговой проезд,1А,90 м²,"51,7 м²","14,2 м²",7 из 11,2020,,Вторичка,3 м,2 совмещенных,,"1 балкон, 2 лоджии",Косметический,,,,,Монолитный,,,"1 пасс., 1 груз.",,,Подземная,,,,,,,Фили, ⋅  15 мин. пешком,39 900 000 ₽
253850204,Москва,ЮАО,р-н Даниловский,наб. Марка Шагала,1к1,"95,6 м²",50 м²,20 м²,9 из 15,,,Вторичка,,1 раздельный,,1 балкон,Без ремонта,,,,,,,,,,,,,,,,,,Автозаводская,,40 990 000 ₽
244416300,Москва,СЗАО,р-н Щукино,Авиационная ул.,77,130 м²,75 м²,20 м²,21 из 34,2008,,Вторичка,,2 совмещенных,,,Дизайнерский,,,,2008,Монолитный,Железобетонные,1,4 пасс.,Центральное,Нет,,Есть,,,,,,Щукинская, ⋅  11 мин. пешком,42 800 000 ₽
255690365,Москва,ЗАО,р-н Можайский,ул. Кутузова,11К3,140 м²,89 м²,14 м²,9 из 22,2002,,Вторичка,3 м,2 совмещенных,,,Дизайнерский,Во двор,,,2002,Кирпичный,Железобетонные,1,Есть,Центральное,Нет,,,,,,,,Молодежная, ⋅  3 мин. на транспорте,42 800 000 ₽
238142103,Москва,ЗАО,р-н Кунцево,Ярцевская ул.,32,125 м²,,15 м²,6 из 30,2012,,Вторичка,3 м,2 совмещенных,,,Дизайнерский,На улицу,,,2012,Монолитный,Железобетонные,5,"2 пасс., 2 груз.",Центральное,Нет,Подземная,Есть,,,,,,Молодежная, ⋅  1 мин. пешком,44 000 000 ₽
259289074,Москва,САО,р-н Хорошевский,Ленинградский просп.,37/5,89 м²,71 м²,,12 из 41,,,Вторичка,,2 совмещенных,,,Евроремонт,На улицу и двор,,,,Монолитный,,,,,,,,,,,,,ЦСКА, ⋅  5 мин. на транспорте,46 000 000 ₽
235446821,Москва,ЗАО,р-н Тропарево-Никулино,просп. Вернадского,94к5,118 м²,,,7 из 12,,,Вторичка,,2 совмещенных,,1 балкон,Без ремонта,,,,2012,Монолитный,Железобетонные,4,14 всего,Автономная котельная,Нет,Многоуровневая,,,,,,,Тропарево, ⋅  14 мин. пешком,46 000 000 ₽
257050457,Москва,ЗАО,р-н Раменки,Мосфильмовская ул.,70к1,110 м²,,30 м²,26 из 38,2006,,Вторичка,"3,2 м",2 совмещенных,,1 балкон,Дизайнерский,Во двор,,,,,,,"3 пасс., 1 груз.",,,,,,,,,,Минская, ⋅  14 мин. пешком,47 000 000 ₽
259223618,Москва,СВАО,р-н Марьина роща,ул. Сущевский Вал,49С3,96 м²,"66,5 м²","26,8 м²",11 из 21,2021,,Вторичка,3 м,3 совмещенных,,2 балкона,Без ремонта,На улицу и двор,,,,Монолитный,,,"2 пасс., 2 груз.",,,Подземная,,,,,,,Марьина роща, ⋅  4 мин. пешком,49 000 000 ₽
255485786,Москва,ЦАО,р-н Пресненский,Мантулинская ул.,9к5,83 м²,50 м²,17 м²,17 из 20,,,Вторичка,,"1 совмещенный, 1 раздельный",,2 лоджии,Без ремонта,Во двор,,,,Монолитно кирпичный,,,"2 пасс., 2 груз.",,,,,,,,,,Выставочная, ⋅  7 мин. пешком,49 300 000 ₽
253295244,Москва,ЗАО,р-н Раменки,Мосфильмовская ул.,70к3,111 м²,84 м²,20 м²,13 из 42,,,Вторичка,,2 совмещенных,,1 балкон,,На улицу и двор,,,,Монолитно кирпичный,,,"2 пасс., 1 груз.",,,Наземная,,,,,,,Ломоносовский проспект, ⋅  12 мин. пешком,49 900 000 ₽
258349638,Москва,ЗАО,р-н Крылатское,ул. Крылатские Холмы,15К2,140 м²,,,14 из 23,1999,,Вторичка,,"1 совмещенный, 1 раздельный",,,Дизайнерский,На улицу,,,,Монолитно кирпичный,,,"1 пасс., 2 груз.",,,Подземная,,,,,,,Крылатское, ⋅  14 мин. пешком,54 000 000 ₽
260432453,Москва,ЗАО,р-н Очаково-Матвеевское,Староволынская ул.,15к2,120 м²,,,8 из 15,2006,,Вторичка,"3,3 м",,,,Дизайнерский,,,,2006,Монолитный,Железобетонные,2,4 всего,Центральное,Нет,,,,,,,,Славянский бульвар, ⋅  3 мин. на транспорте,55 000 000 ₽
247162927,Москва,ЦАО,р-н Пресненский,1-й Красногвардейский проезд,22с1,"102,2 м²",,,30 из 77,2019,,Вторичка Апартаменты,"3,2 м",2 совмещенных,,,Косметический,На улицу,,,,Монолитный,,,4 пасс.,,,Подземная,,,,,,,Тестовская, ⋅  3 мин. пешком,54 990 000 ₽
257446750,Москва,ЦАО,р-н Пресненский,Богословский пер.,3,70 м²,,,6 из 7,1954,,Вторичка,,1 совмещенный,,1 балкон,Дизайнерский,Во двор,,,1954,Кирпичный,Деревянные,2,Есть,Центральное,Нет,Наземная,,Центральное,,,,,Пушкинская, ⋅  5 мин. пешком,55 700 000 ₽
251594828,Москва,ЗАО,р-н Дорогомилово,Студенческая ул.,20,"102,8 м²",73 м²,20 м²,3 из 8,,,Вторичка,"3,3 м",2 раздельных,,,Без ремонта,На улицу и двор,,,2008,Кирпичный,,2,Есть,Автономная котельная,Нет,Открытая,Есть,,,,,,Киевская, ⋅  13 мин. пешком,59 000 000 ₽
257289889,Москва,СЗАО,р-н Щукино,Авиационная ул.,79К1,142 м²,,18 м²,43 из 49,2003,,Вторичка,"3,2 м",3 совмещенных,,1 балкон,Дизайнерский,,,,2003,Монолитный,Железобетонные,1,"3 пасс., 1 груз.",Центральное,Нет,Подземная,Есть,,,,,,Щукинская, ⋅  11 мин. пешком,60 000 000 ₽
259124233,Москва,ЦАО,р-н Замоскворечье,3-й Люсиновский пер.,1С1,99 м²,,,13 из 13,2021,,Вторичка Апартаменты,,2 совмещенных,,2 балкона,Без ремонта,На улицу,,,2016,Монолитный,,,Есть,,Нет,,,,,,,,Добрынинская, ⋅  8 мин. пешком,59 900 000 ₽
255185654,Москва,ЦАО,р-н Басманный,Подсосенский пер.,11,118 м²,,,3 из 4,2018,,Вторичка Апартаменты,"3,5 м",,,,,Во двор,,,2017,Монолитный,,,Есть грузовой,,Нет,,,,,,,,Курская, ⋅  7 мин. пешком,62 487 000 ₽
256633821,Москва,ЦАО,р-н Арбат,Кривоарбатский пер.,19,108 м²,56 м²,30 м²,4 из 6,1912,,Вторичка,"3,1 м",1 совмещенный,,,Евроремонт,Во двор,,,1912,Кирпичный,Деревянные,1,Есть,Центральное,Нет,Подземная,Нет,Центральное,,,,,Смоленская, ⋅  5 мин. пешком,62 310 000 ₽
257581408,Москва,ЦАО,р-н Хамовники,Зубовский бул.,16-20С1,110 м²,,15 м²,3 из 7,1933,,Вторичка,,,,,Дизайнерский,,,,1933,Кирпичный,Деревянные,8,8 всего,Центральное,Нет,Наземная,,,,,,,Парк Культуры,,63 086 745 ₽
230133401,Москва,ЦАО,р-н Хамовники,Комсомольский просп.,42С2,112 м²,65 м²,15 м²,3 из 7,,,Вторичка Апартаменты,,2 совмещенных,,,Без ремонта,На улицу и двор,,,2014,Монолитный,,,Есть,,Нет,,Нет,,,,,,Фрунзенская, ⋅  10 мин. пешком,65 000 000 ₽
255185650,Москва,ЦАО,р-н Басманный,Подсосенский пер.,11,126 м²,,,3 из 4,,,Вторичка Апартаменты,"3,5 м",,,,,Во двор,,,2017,Монолитный,,,Есть грузовой,,Нет,,,,,,,,Курская, ⋅  7 мин. пешком,66 515 000 ₽
260103460,Москва,ЦАО,р-н Тверской,2-я Брестская ул.,6,170 м²,,,7 из 12,,,Вторичка Апартаменты,,,,,,,,,,,,,,,,,,,,,,,Маяковская,,67 499 900 ₽
257931917,Москва,ЮАО,р-н Донской,ул. Орджоникидзе,1,115 м²,,,3 из 18,2017,,Вторичка,"3,1 м","2 совмещенных, 1 раздельный",,,Дизайнерский,На улицу и двор,,,2017,Монолитный,,2,2 пасс.,Центральное,Нет,Подземная,,,,,,,Шаболовская, ⋅  11 мин. пешком,67 000 000 ₽
254037769,Москва,ЗАО,р-н Раменки,Мосфильмовская ул.,8,100 м²,75 м²,15 м²,46 из 53,,,Вторичка,"3,2 м",2 раздельных,,,Евроремонт,На улицу и двор,,,2011,Монолитный,Железобетонные,5,"1 пасс., 1 груз.",Центральное,Нет,Подземная,Есть,,,,,,Минская, ⋅  5 мин. на транспорте,66 999 998 ₽
257588340,Москва,ЗАО,р-н Раменки,Ломоносовский просп.,25к5,"136,8 м²",,,15 из 19,2013,,Вторичка,,"2 совмещенных, 1 раздельный",,2 лоджии,Без ремонта,На улицу и двор,,,2013,Монолитный,Железобетонные,12,3 пасс.,Автономная котельная,Нет,Подземная,Есть,,,,,,Университет, ⋅  4 мин. пешком,67 000 000 ₽
257725990,Москва,ЗАО,р-н Раменки,Ломоносовский просп.,25к5,"131,8 м²",,,11 из 19,2013,,Вторичка,,"2 совмещенных, 1 раздельный",,2 лоджии,Без ремонта,На улицу и двор,,,2013,Монолитный,Железобетонные,12,3 пасс.,Автономная котельная,Нет,,Есть,,,,,,Университет, ⋅  4 мин. пешком,67 000 000 ₽
253706705,Москва,САО,р-н Беговой,Верхняя ул.,20к1,96 м²,,,4 из 24,2018,,Вторичка,,"1 совмещенный, 1 раздельный",,,Дизайнерский,На улицу и двор,,,,Монолитно кирпичный,,,,,,Подземная,Есть,,,,,,Динамо, ⋅  5 мин. на транспорте,66 000 000 ₽
258222982,Москва,ЦАО,р-н Пресненский,Трехпрудный пер.,5,"86,1 м²",,,2 из 7,1992,,Вторичка,"3,2 м",2 совмещенных,,,Дизайнерский,На улицу и двор,,,1912,,Железобетонные,1,Есть,Центральное,Нет,,,,,,,,Тверская,,70 000 000 ₽
227149731,Москва,ЮЗАО,р-н Ломоносовский,ул. Вавилова,69А,122 м²,59 м²,17 м²,5 из 20,,,Вторичка,,,,,Дизайнерский,Во двор,,,2019,Монолитный,Железобетонные,3,6 всего,Индивидуальный тепловой пункт,Нет,,,,,,,,Профсоюзная, ⋅  17 мин. пешком,69 800 000 ₽
252731085,Москва,ЦАО,р-н Хамовники,Малая Пироговская ул.,8,111 м²,,,2 из 8,2015,,Вторичка,,,,,Дизайнерский,Во двор,,,2015,Кирпичный,Железобетонные,11,"1 пасс., 1 груз.",Центральное,Нет,,,,,,,,Спортивная, ⋅  11 мин. пешком,73 106 404 ₽
241863704,Москва,ЦАО,р-н Тверской,ул. Фадеева,4А,"100,2 м²",,,3 из 9,,,Вторичка,,2 раздельных,,,,,,,2013,Монолитный,Железобетонные,9,22 всего,Центральное,Нет,,,,,,,,Новослободская, ⋅  6 мин. пешком,73 700 000 ₽
240164545,Москва,ЮЗАО,р-н Академический,ул. Дмитрия Ульянова,31,127 м²,84 м²,33 м²,4 из 6,,,Вторичка,,"1 совмещенный, 1 раздельный",,,Дизайнерский,,,,2009,Монолитный,,,"1 пасс., 1 груз.",,Нет,,Нет,,,,,,Академическая, ⋅  10 мин. пешком,74 220 000 ₽
247443987,Москва,САО,р-н Хорошевский,Чапаевский пер.,3,135 м²,80 м²,15 м²,14 из 57,2006,,Вторичка,3 м,,,,Дизайнерский,На улицу и двор,,,2006,Кирпичный,Железобетонные,8,"1 пасс., 1 груз.",Центральное,Нет,Подземная,,,,,,,Аэропорт, ⋅  10 мин. пешком,75 000 000 ₽
257029055,Москва,ЗАО,р-н Очаково-Матвеевское,Нежинская ул.,1к4,140 м²,,,11 из 30,2009,,Вторичка,"3,2 м",2 совмещенных,,,Дизайнерский,На улицу и двор,,,2008,Монолитный,Железобетонные,1,Есть,Центральное,Нет,,,,,,,,Славянский бульвар, ⋅  4 мин. на транспорте,78 900 000 ₽
252988159,Москва,ЗАО,р-н Очаково-Матвеевское,Нежинская ул.,1к4,"139,5 м²",111 м²,,11 из 30,,,Вторичка,,"1 совмещенный, 1 раздельный",,2 балкона,Евроремонт,На улицу и двор,,,2008,Монолитный,Железобетонные,1,"2 пасс., 1 груз.",Центральное,Нет,,,,,,,,Славянский бульвар, ⋅  11 мин. на транспорте,78 900 000 ₽
258033448,Москва,САО,р-н Беговой,Верхняя ул.,20к1,107 м²,,,7 из 24,,,Вторичка,,1 совмещенный,,1 лоджия,Дизайнерский,На улицу и двор,,,,,,,,,,,Есть,,,,,,Динамо, ⋅  5 мин. на транспорте,80 000 000 ₽
249464682,Москва,ЦАО,р-н Пресненский,ул. Сергея Макеева,9к4,106 м²,58 м²,20 м²,5 из 21,,,Вторичка,,,,,Дизайнерский,Во двор,,,2017,Монолитный,Железобетонные,1,2 всего,Центральное,Нет,,,,,,,,Улица 1905 года, ⋅  15 мин. пешком,80 000 000 ₽
256633403,Москва,ЦАО,р-н Пресненский,Московский международный деловой центр Москва-Сити территория,,105 м²,66 м²,18 м²,48 из 65,,,Вторичка Апартаменты,3 м,2 совмещенных,,,Дизайнерский,,,,,Монолитный,,,,,,Подземная,,,,,,,Деловой центр, ⋅  2 мин. пешком,85 723 753 ₽
257998390,Москва,ЦАО,р-н Пресненский,наб. Пресненская,8с1,185 м²,,,24 из 75,2010,,Вторичка Апартаменты,,"2 совмещенных, 1 раздельный",,,Дизайнерский,,,,2010,Монолитный,,,Есть,,Нет,,,,,,,,Деловой центр, ⋅  2 мин. пешком,88 692 541 ₽
255190825,Москва,ЦАО,р-н Замоскворечье,Мытная ул.,7с2,128 м²,95 м²,20 м²,4 из 14,,,Вторичка,3 м,2 раздельных,,,Евроремонт,На улицу и двор,,,2013,Монолитный,Железобетонные,1,"1 пасс., 1 груз.",Центральное,Нет,Подземная,Есть,,,,,,Серпуховская, ⋅  7 мин. пешком,91 300 000 ₽
